epoch,loss,val_loss
0,0.5261175278526148,0.2140345424413681
1,0.16264605812563007,0.12004737587024768
2,0.11440937699549089,0.12107600489010413
3,0.0965071636404521,0.09493821424742539
4,0.08616204571919338,0.08258888001243274
5,0.08077485962863674,0.08780910012622674
6,0.07623156573609956,0.07489636090273659
7,0.07221054669256116,0.07190771478538711
8,0.06882142430006935,0.06703434760371844
9,0.06675902369423016,0.06612282618880272
10,0.06414132410247854,0.07013995371138056
11,0.062492135837174105,0.06178490584716201
12,0.060213173382372726,0.07014763727784157
13,0.05922546836215316,0.06888172496110201
14,0.057867039606613664,0.06312254350632429
15,0.055990650713305286,0.07368806563317776
16,0.05526514495225315,0.05380482707793514
17,0.05360923212735107,0.05565516650676727
18,0.05346031669021484,0.06160123428950707
19,0.05222784242870177,0.059928780576835074
20,0.05145393575363296,0.05498251194755236
21,0.05118728533029464,0.05507827255253991
22,0.05010024519905517,0.054701983307798706
23,0.049773944885107925,0.056725974660366774
24,0.0484629182696004,0.05669006425887346
25,0.047437392566574255,0.06182656390592456
26,0.047176184052881286,0.053106443801273905
27,0.04679600547308705,0.05576040595769882
28,0.04602176449792897,0.052072754905869566
29,0.04550211221195092,0.05340578050042192
30,0.04475469850907636,0.04752009563768903
31,0.04420078453205422,0.04923982142160336
32,0.04358516413493444,0.050807321444153786
33,0.0434332254372064,0.05263501902421316
34,0.043418109647748886,0.05571785864109794
35,0.04320054792856272,0.04656603497763475
36,0.04226120337786198,0.04646344746773442
37,0.04163317576485408,0.04691982176154852
38,0.041401255770048405,0.053211875104655824
39,0.041113707180691246,0.04871916165575385
40,0.04068271083315901,0.05374829098582268
41,0.04021141111896896,0.04427886785318454
42,0.04015658466577161,0.04510363548373183
43,0.03975230923896606,0.045992694329470396
44,0.03915340407901993,0.046900993368277945
45,0.039089606616167165,0.048185418670376144
46,0.038826058177824606,0.04744244910155734
47,0.03829235079273712,0.046809454758962
48,0.03767797442332918,0.0431774304403613
49,0.03781590680844186,0.0481200215096275
50,0.03744488496431445,0.04567708928758899
51,0.0372300069629146,0.047947211656719446
52,0.03681682991839957,0.04615492171918353
53,0.03699908247068486,0.05235161787519852
54,0.03631444865136677,0.04383719301161667
55,0.03619078315398283,0.0447630463168025
56,0.035706003059507586,0.0434787143021822
57,0.035809760583419434,0.046563244269539915
58,0.03572080203100739,0.044311066546166934
59,0.03524224601385977,0.04465188582738241
60,0.03494145402806933,0.04312396654859185
61,0.03510135861866611,0.044255563989281654
62,0.03431559397147129,0.04512354747081796
63,0.034254272777546786,0.04542976043497523
64,0.03417207808106384,0.04460092509786288
65,0.03364960362997231,0.04434993785495559
66,0.03343791443187211,0.04216302760566274
67,0.033553201950428775,0.043654773849993944
68,0.03291755840163072,0.04201705249336859
69,0.03303839177158639,0.042878012948979936
70,0.03292383751786272,0.04299948255841931
71,0.03289152293624217,0.04610513740529617
72,0.03231220566809454,0.04140275592605273
73,0.032418205105172154,0.04612744630624851
74,0.03216791120836214,0.04137879594539603
75,0.03174197651199693,0.04064588986026744
76,0.03176235408456318,0.0456055241326491
77,0.031640393269057425,0.044635736073056854
78,0.03130525235177071,0.041467486415058374
79,0.03144395145720807,0.042166787665337324
80,0.03133742704460562,0.04364168628429373
81,0.031035483830642564,0.043304750230163336
82,0.031018737634325617,0.041937443582961954
83,0.030689265696302048,0.04050437593832612
84,0.03046439644420461,0.04424166943257054
85,0.03041722914747313,0.0430549206212163
86,0.03034553558469034,0.04099441870736579
87,0.03008857315476401,0.03978146410857638
88,0.030026944287825198,0.04016288626007736
89,0.029715197471441163,0.04260348497579495
90,0.03002333602203065,0.04094667329142491
91,0.0297123985427538,0.04263919979954759
92,0.02945994009842224,0.042588747261712946
93,0.029457187971458892,0.04414518658692638
94,0.029370282747324557,0.04263784845049182
95,0.02916821844733494,0.04119940063295265
96,0.0288532529493614,0.04487089905887842
97,0.029128313946855486,0.0414211250996838
98,0.028856403464100445,0.04087091384766003
99,0.028612640078112705,0.043980249048521124
