id,reduced_comp,in_icsd,num_atoms,relaxed_volume,predicted_energy,vol_energyperatom,full_energyperatom,predicted_decomp,decomp_energy,sc_decomp_energy
Na3Sc1Y1Br9_icsd_039809_2,Na3YScBr9,False,28,1150.92,-3.3668,-3.2839,-3.781,-0.1228,-0.537,0.043
Na4Al1Br7_icsd_603686_1,Na4AlBr7,False,24,741.2,-3.0905,-3.0893,-3.116,-0.3949,-0.4203,0.0431
K2Cd2Al1Br9_icsd_075583_1,K2AlCd2Br9,False,28,1011.92,-2.7928,-2.7814,-2.812,-0.3572,-0.3764,0.0432
Li1Sc1La1Br7_icsd_085712_1,LiLaScBr7,False,20,725.91,-3.9735,-3.9344,-4.057,-0.6768,-0.7603,0.0432
Na1Y1Hg2Br8_icsd_166610_1,NaY(HgBr4)2,False,24,928.89,-2.7399,-2.6919,-2.803,-0.3659,-0.429,0.0433
K1Y2Zn1Cl2Br7_icsd_098129_3,KY2ZnBr7Cl2,False,26,985.97,-3.25,-3.0841,-3.905,-0.149,-0.8037,0.0433
K2Y1Hg2Br9_icsd_075583_1,K2YHg2Br9,False,28,1105.35,-2.6788,-2.6883,-2.882,-0.3863,-0.5895,0.0433
Na1Y2Br6I1_icsd_035428_1,NaY2IBr6,False,40,1675.63,-3.9625,-3.9584,-4.097,-0.9419,-1.0764,0.0438
Na2Zn2Al1Br9_icsd_075583_1,Na2AlZn2Br9,False,28,1016.77,-2.6762,-2.7059,-2.838,-0.1929,-0.3547,0.0438
Na2Al1Cl1Br4_icsd_202983_1,Na2AlBr4Cl,False,32,1125.8,-3.175,-3.1705,-3.258,-0.351,-0.4343,0.0441
K1Sc2Cd1Cl2Br7_icsd_071263_3,KSc2CdBr7Cl2,False,26,931.81,-3.11,-2.9863,-3.704,-0.127,-0.7211,0.0443
K1Hf1Hg1Cl1Br6_icsd_159097_20,KHfHgBr6Cl,False,20,784.2,-3.119,-3.0889,-3.37,-0.357,-0.6079,0.0444
K3Sc1B1I9_icsd_039809_2,K3ScBI9,False,28,1326.93,-3.0039,-2.9496,-3.041,-0.245,-0.2821,0.0446
K1Sc2Br6I1_icsd_035428_1,KSc2IBr6,False,40,1437.32,-3.818,-3.8181,-3.905,-1.359,-1.4461,0.0447
Li1Y1Hg1Br6_icsd_164941_1,LiYHgBr6,False,18,561.78,-3.2693,-3.2469,-3.25,-0.9139,-0.8946,0.0449
K3Sc1B1Br9_icsd_039809_2,K3ScBBr9,False,28,1055.79,-3.4887,-3.408,-3.518,-0.5215,-0.5508,0.045
Na1Y2Cl1Br6_icsd_035428_1,NaY2Br6Cl,False,40,1624.24,-4.02,-4.006,-4.241,-0.835,-1.0561,0.045
Li2Al3Br9S1_icsd_018098_1,Li2Al3SBr9,False,30,1365.15,-3.0071,-2.8793,-3.471,-0.3363,-0.8002,0.0455
Na3Al2Cl1Br8_icsd_412221_1,Na3Al2Br8Cl,False,28,1061.79,-3.1406,-3.1493,-3.239,-0.5267,-0.6251,0.0455
Li1Y3Br7P1_icsd_418059_1,LiY3PBr7,False,24,832.7,-4.119,-3.8903,-4.658,-0.7938,-1.3327,0.0455
Li2Y1Cd2Br9_icsd_075583_1,Li2YCd2Br9,False,28,942.03,-2.8279,-2.8089,-3.17,-0.22,-0.5621,0.0455
K1Sc1F1I3_icsd_010470_3,KScI3F,False,12,482.73,-3.888,-3.9347,-4.003,-0.528,-0.6431,0.0456
Li2Hf1Hg1Br8_icsd_166610_2,Li2HfHgBr8,False,24,839.56,-3.134,-3.119,-3.334,-0.4849,-0.6849,0.0457
Li1Sc1Cd1I6_icsd_164941_1,LiScCdI6,False,18,665.31,-2.9022,-2.8687,-2.885,-0.1887,-0.1715,0.0457
Na2Hf1F2Br4_icsd_201173_1,Na2Hf(Br2F)2,False,36,1023.24,-4.309,-4.2655,-4.479,-0.263,-0.4325,0.0458
Li2Hf1Zn1Br8_icsd_166610_2,Li2HfZnBr8,False,24,876.52,-3.1814,-3.1813,-3.525,-0.341,-0.6846,0.0459
Na2Sc2F1Br7_icsd_079478_1,Na2Sc2Br7F,False,24,766.6,-3.697,-3.7252,-4.074,-0.477,-0.8538,0.046
Li1Y2Zn1Br7I2_icsd_098129_3,LiY2ZnI2Br7,False,26,1010.25,-3.1143,-2.964,-3.684,-0.2448,-0.8146,0.0462
K2Hf1F2Br4_icsd_039490_1,K2Hf(Br2F)2,False,18,532.77,-4.496,-4.4544,-4.537,-0.415,-0.4561,0.0466
Li4Sc1I7_icsd_001322_1,Li4ScI7,False,12,482.59,-3.1441,-3.0993,-3.149,-0.1114,-0.1162,0.0467
Na2Y2Br7I1_icsd_079478_1,Na2Y2IBr7,False,24,937.51,-3.778,-3.7932,-3.926,-0.517,-0.6645,0.0468
K2Sc1Cd1Br7_icsd_093723_1,K2ScCdBr7,False,44,1554.04,-3.282,-3.2732,-3.292,-0.6989,-0.7089,0.047
Na1Sc2B1F8I2_icsd_422406_4,NaSc2B(IF4)2,False,14,296.2,-4.669,-4.5699,-5.5,-0.194,-1.0257,0.0473
K1Hf1Cd1Cl1Br6_icsd_159097_20,KHfCdBr6Cl,False,20,712.26,-3.275,-3.2451,-3.547,-0.328,-0.6003,0.0476
Na4Zr1O4_icsd_202818_1,Na4ZrO4,False,18,287.91,-5.6306,-5.6021,-5.602,-0.1394,-0.1108,0.0476
Na1Ti1Al2Br11_icsd_081223_1,NaTiAl2Br11,False,15,735.11,-3.0189,-2.9956,-3.353,-0.3398,-0.674,0.0477
K2Y1Hg1Br7_icsd_093723_2,K2YHgBr7,False,44,1660.55,-3.2085,-3.2036,-3.222,-0.7442,-0.7577,0.0477
Na1Sc2Cl1Br6_icsd_035428_1,NaSc2Br6Cl,False,40,1408.33,-3.81,-3.8112,-4.013,-0.741,-0.9439,0.0478
Li1Y1Br3I1_icsd_186409_1,LiYIBr3,False,12,422.67,-3.88,-3.8385,-3.948,-0.826,-0.8938,0.0478
K3Al1Si1S5_icsd_415214_2,K3AlSiS5,False,40,1191.19,-4.3834,-4.2995,-4.465,-0.1259,-0.2075,0.0478
K1Hg1Al1Br5I1_icsd_050988_3,KAlHgIBr5,False,18,1012.42,-2.507,-2.4618,-2.674,-0.264,-0.4316,0.0479
K3Y2Br9_icsd_009725_1,K3Y2Br9,False,28,1073.42,-3.8807,-3.8649,-3.911,-1.1686,-1.1989,0.0481
Li1Sc1Cl2Br2_Mg1Hf1Cl2S2_sg63_icsd_260003_2_1,LiSc(BrCl)2,False,24,648.09,-4.134,-4.1343,-4.153,-0.348,-0.3661,0.0481
Na2Sc2F7Cl1_icsd_079478_1,Na2Sc2ClF7,False,24,415.71,-5.628,-5.5986,-5.68,-1.349,-1.401,0.0482
Li2Sc1La1Br8_icsd_161850_1,Li2LaScBr8,False,24,738.12,-3.8303,-3.8164,-3.93,-0.5305,-0.6302,0.0485
Li1Y1Br2I2_Mg1Hf1Cl2S2_sg63_icsd_260003_2_4,LiY(IBr)2,False,24,887.74,-3.829,-3.8235,-3.832,-0.423,-0.4254,0.0487
K3Hf1Br5I2_icsd_002335_1,K3HfI2Br5,False,44,1949.7,-3.461,-3.4333,-3.582,-0.2548,-0.3758,0.0487
K3Zn1Al1Br8_icsd_026803_1,K3AlZnBr8,False,13,469.93,-2.9497,-2.9307,-3.03,-0.3217,-0.4021,0.0487
K3Al1Br6_icsd_063454_1,K3AlBr6,False,40,1322.25,-3.2022,-3.1894,-3.191,-0.5323,-0.5211,0.0489
Li1Al1F1Br3_icsd_082802_3,LiAlBr3F,False,24,809.61,-3.798,-3.7772,-3.854,-0.506,-0.5627,0.0492
Na1Cd1Al1Br4I2_icsd_083588_2,NaAlCd(IBr2)2,False,36,1786.82,-2.653,-2.6615,-2.76,-0.108,-0.2148,0.0494
K1Y1Zn1Cl2Br4_icsd_083588_1,KYZn(Br2Cl)2,False,36,1242.02,-3.556,-3.5172,-3.65,-0.164,-0.2579,0.0494
K1Sc1Hf1Br6S1_icsd_159097_20,KHfScSBr6,False,20,787.75,-3.842,-3.7383,-4.432,-0.415,-1.0047,0.0494
K2Sc2Br7I1_icsd_079478_1,K2Sc2IBr7,False,24,879.25,-3.754,-3.7479,-3.796,-1.182,-1.2245,0.0495
K1Sc2Y1Br6I4_icsd_245805_2,KYSc2(I2Br3)2,False,28,1168.47,-3.028,-3.0416,-3.909,-0.1343,-1.0153,0.0496
K4Hf1Br8_icsd_633326_1,K4HfBr8,False,13,514.83,-3.308,-3.2178,-3.617,-0.3373,-0.6463,0.0496
Li2Ti1Hf3N6_icsd_069189_1,Li2Hf3TiN6,False,12,135.4,-8.4457,-8.3448,-8.441,-0.186,-0.1814,0.0497
K1La1Al2Br8I2_icsd_408052_1,KLaAl2(IBr4)2,False,28,1294.47,-3.173,-3.0923,-3.451,-0.215,-0.4929,0.0497
Li2Si1Ge1O5_icsd_160149_2,Li2SiGeO5,False,18,182.38,-6.5228,-6.4432,-6.497,-0.1405,-0.1146,0.0497
Li2Sc1Cd2Br9_icsd_075583_1,Li2ScCd2Br9,False,28,927.49,-2.8581,-2.8491,-3.097,-0.2888,-0.5277,0.0499
Li2Y1Ge1Br9_icsd_180336_2,Li2YGeBr9,False,26,1040.55,-2.9693,-2.9431,-3.461,-0.1102,-0.6019,0.0499
Li1Y2Cd1Br9_icsd_281502_1,LiY2CdBr9,False,26,1009.76,-3.5548,-3.503,-3.732,-1.0451,-1.2224,0.0499
K1Sc2Hg1I9_icsd_281502_1,KSc2HgI9,False,26,1345.32,-2.9137,-2.8419,-2.966,-0.7658,-0.8181,0.0499
Li1Y2Cd1Cl2Br7_icsd_071263_3,LiY2CdBr7Cl2,False,26,804.42,-3.235,,-3.866,-0.147,-0.7784,0.05
K1Cd2Al1Br8_icsd_061388_1,KAl(CdBr4)2,False,48,1769.28,-2.6676,-2.6439,-2.744,-0.3485,-0.4249,0.0501
Li2Y1Si1Br9_icsd_180336_2,Li2YSiBr9,False,26,1032.82,-3.1269,-3.0839,-3.599,-0.1296,-0.6017,0.0502
K3Y2Br8I1_icsd_412221_1,K3Y2IBr8,False,28,1232.79,-3.715,-3.7228,-3.856,-0.852,-0.9929,0.0502
Li2Al1Br4I1_icsd_202983_1,Li2AlIBr4,False,32,1110.33,-3.098,-3.1104,-3.199,-0.325,-0.4258,0.0502
K1Sc1La1Cl1Br6_icsd_159097_19,KLaScBr6Cl,False,20,669.38,-3.898,-3.8309,-4.101,-0.257,-0.4607,0.0503
Na1Hf2F1Br8_icsd_074945_1,NaHf2Br8F,False,24,944.24,-4.058,-4.0553,-4.224,-0.848,-1.0141,0.0503
Na4Hf1Br8_icsd_633326_1,Na4HfBr8,False,13,419.4,-3.405,-3.3619,-3.535,-0.4821,-0.6121,0.0503
K1Sc2Al1Br2I8_icsd_422132_1,KSc2Al(I4Br)2,False,28,1176.15,-2.875,-2.849,-3.338,-0.336,-0.7994,0.0504
Li1Y1Cd2Br8_icsd_166610_1,LiY(CdBr4)2,False,24,879.48,-3.0425,-3.0025,-3.144,-0.5525,-0.654,0.0506
K1Y1Cd2Br7I1_icsd_166998_2,KYCd2IBr7,False,24,867.49,-2.7536,-2.6599,-3.086,-0.1175,-0.4499,0.0506
Li3Al2Br9_icsd_401828_1,Li3Al2Br9,False,28,929.26,-3.3002,-3.2756,-3.284,-0.7522,-0.736,0.0508
K1Sc1Y1I7_icsd_060952_2,KYScI7,False,40,1796.9,-3.5553,-3.5404,-3.582,-0.5004,-0.5271,0.0509
Na2Sc1Cl1I4_icsd_000484_1,Na2ScI4Cl,False,16,630.56,-3.133,-3.1167,-3.328,-0.184,-0.3794,0.0509
Na2Al1Br5_icsd_108812_1,Na2AlBr5,False,32,1163.6,-3.1674,-3.1521,-3.159,-0.6526,-0.6441,0.0511
Li3Sc1Hg1Br8_icsd_040534_1,Li3ScHgBr8,False,26,740.93,-3.1074,-3.1187,-3.185,-0.4981,-0.5757,0.0512
Li3Sc1Cd1Br8_icsd_040534_1,Li3ScCdBr8,False,26,738.09,-3.2302,-3.2602,-3.326,-0.4789,-0.5747,0.0513
K1Sc2Br1I6_icsd_035428_1,KSc2I6Br,False,40,1728.67,-3.332,-3.3438,-3.517,-0.903,-1.088,0.0513
Na1Sc2Cd1Br9_icsd_281502_1,NaSc2CdBr9,False,26,952.93,-3.4504,-3.3987,-3.529,-0.8559,-0.9345,0.0513
Na2Al2Br7I1_icsd_041433_1,Na2Al2IBr7,False,48,1772.22,-3.044,-2.9868,-3.151,-0.624,-0.7308,0.0514
Na3Al1Br6_icsd_183024_1,Na3AlBr6,False,20,601.45,-3.1393,-3.1224,-3.128,-0.5159,-0.5047,0.0515
Na1Sc2Cd1I9_icsd_281502_1,NaSc2CdI9,False,26,1200.38,-2.9475,-2.8917,-3.039,-0.7071,-0.7987,0.0517
K1Y1Al2F2Br8_icsd_422406_2,KYAl2(Br4F)2,False,14,449.14,-3.491,-3.4188,-3.955,-0.367,-0.8316,0.0517
K1Y1La1F1Br6_icsd_159097_19,KLaYBr6F,False,20,676.78,-4.043,,-4.452,-0.123,-0.5325,0.0518
K2Sc1Hg2I9_icsd_075583_1,K2ScHg2I9,False,28,1431.63,-2.3086,-2.3125,-2.424,-0.2503,-0.3658,0.0519
K1Y2Br6I1_icsd_035428_1,KY2IBr6,False,40,1664.98,-4.043,-4.0292,-4.131,-1.289,-1.3766,0.052
K4Sc1Br6I1_icsd_072329_2,K4ScIBr6,False,24,1055.84,-3.0462,-3.0133,-3.429,-0.1831,-0.5659,0.0523
Na1La2Hf1Br11_icsd_081223_1,NaLa2HfBr11,False,15,588.17,-3.9743,-3.9389,-4.099,-0.3579,-0.4825,0.0524
Li1Y1Al1Br6I1_icsd_159097_19,LiYAlIBr6,False,20,894.96,-3.349,-3.2511,-3.655,-0.727,-1.0335,0.0524
K1Sc1Y1F1Br6_icsd_159097_19,KYScBr6F,False,20,607.89,-3.993,-3.9607,-4.413,-0.899,-1.3191,0.0524
Li2Sc1Cl1Br4_icsd_000484_1,Li2ScBr4Cl,False,16,433.31,-3.662,-3.6238,-3.842,-0.4,-0.5797,0.0525
Li6Si2O7_icsd_025388_1,Li6Si2O7,True,30,293.18,-6.1353,-6.1438,-6.181,-0.111,-0.1567,0.0526
Na2Sc1Hg1Br7_icsd_093723_1,Na2ScHgBr7,False,44,1461.14,-3.0114,-3.0218,-3.073,-0.1335,-0.1951,0.0528
Na1Sc1Y1F6Br1_icsd_159097_19,NaYScBrF6,False,20,306.99,-5.765,-5.7074,-5.973,-0.461,-0.6691,0.0529
K1Y1Zn2Br8_icsd_166610_1,KY(ZnBr4)2,False,24,923.72,-3.2063,-3.1593,-3.205,-0.6641,-0.6628,0.0529
K2Sc2Cl1Br7_icsd_079478_1,K2Sc2Br7Cl,False,24,879.35,-3.803,-3.798,-3.916,-0.935,-1.048,0.0529
K1Cd1Al1Br4I2_icsd_083588_2,KAlCd(IBr2)2,False,36,1512.24,-2.747,-2.7444,-2.789,-0.1845,-0.2265,0.0531
Li1Cd2Al1Br8_icsd_061388_1,LiAl(CdBr4)2,False,48,1988.36,-2.5774,-2.5574,-2.755,-0.2282,-0.4058,0.0531
K1Sc1Zn1Br3I3_icsd_171662_1,KScZn(IBr)3,False,18,860.8,-2.691,-2.7095,-3.153,-0.174,-0.636,0.0531
Na2Sc1F4Br1_icsd_092418_1,Na2ScBrF4,False,8,121.71,-5.054,-5.026,-5.151,-0.254,-0.3508,0.0533
Li1Al3Cl1Br9_icsd_018100_2,LiAl3Br9Cl,False,28,1038.75,-3.115,-3.0685,-3.098,-0.7742,-0.7572,0.0534
K1Sc1Zn1Br2I4_icsd_083588_1,KScZn(I2Br)2,False,36,1461.19,-2.853,-2.8267,-3.068,-0.399,-0.6132,0.0535
Li1Sc1Al1F1Br6_icsd_159098_19,LiScAlBr6F,False,20,803.73,-3.409,-3.3995,-3.955,-0.53,-1.0762,0.0536
Li1Y2Cd1Br7S1_icsd_166998_4,LiY2CdSBr7,False,24,836.96,-3.371,-3.3889,-4.003,-0.205,-0.8368,0.0536
Li1Sc2La1Br8I2_icsd_408052_1,LiLaSc2(IBr4)2,False,28,1099.08,-3.617,,-3.966,-0.471,-0.8206,0.0537
Li1Sc1Hg2Br8_icsd_166610_1,LiSc(HgBr4)2,False,24,839.74,-2.5849,-2.5395,-2.753,-0.4476,-0.6158,0.0538
K1Sc1Al2F2Br8_icsd_408193_1,KScAl2(Br4F)2,False,14,439.17,-3.396,-3.3492,-3.872,-0.399,-0.8754,0.054
Na2Sc1Hg1I7_icsd_093723_1,Na2ScHgI7,False,44,2048.6,-2.5883,-2.593,-2.66,-0.4003,-0.472,0.0542
Li4Ti2Zn1O7_icsd_100778_1,Li4Ti2ZnO7,False,14,163.82,-6.3688,-6.3306,-6.336,-0.1296,-0.0968,0.0543
Li1Y1Zn2Br8_icsd_166610_1,LiY(ZnBr4)2,False,24,821.29,-3.1416,-3.1034,-3.215,-0.5768,-0.6502,0.0544
Na1Y1Zn2Br8_icsd_166610_1,NaY(ZnBr4)2,False,24,874.79,-3.1499,-3.1077,-3.174,-0.3933,-0.4174,0.0549
Na1Y1Cd2Br8_icsd_166610_1,NaY(CdBr4)2,False,24,941.13,-3.0507,-3.0102,-3.099,-0.369,-0.4173,0.0551
K1Y1Cd2Br8_icsd_166610_1,KY(CdBr4)2,False,24,975.16,-3.1184,-3.0698,-3.128,-0.6585,-0.6681,0.0551
Na2Y1Cd1Br7_icsd_093723_2,Na2YCdBr7,False,44,1524.5,-3.2956,-3.2986,-3.331,-0.1793,-0.2148,0.0553
K1Sc1Y1Cl1Br6_icsd_159097_19,KYScBr6Cl,False,20,636.83,-3.936,-3.8706,-4.165,-1.067,-1.2963,0.0557
Na1Sc2F5O1_icsd_412972_2,NaSc2OF5,False,9,141.15,-6.355,-6.2736,-6.457,-1.176,-1.2785,0.0558
K2Sc1Cd1I7_icsd_093723_1,K2ScCdI7,False,44,1953.34,-2.8203,-2.8249,-2.841,-0.4603,-0.481,0.0559
Li2Hf1Sb1Br11_icsd_081223_2,Li2HfSbBr11,False,15,651.15,-3.0883,-3.0707,-3.288,-0.3101,-0.5098,0.0559
Li1Sc1Al2Br8I2_icsd_408052_1,LiScAl2(IBr4)2,False,28,1158.07,-3.067,-2.9361,-3.402,-0.672,-1.0078,0.056
K3Y1La1Br9_icsd_039809_2,K3LaYBr9,False,28,1126.8,-3.4699,-3.3522,-3.846,-0.2067,-0.5828,0.056
Li1Sc1Hg1Br6_icsd_164941_1,LiScHgBr6,False,18,532.08,-3.1296,-3.1016,-3.132,-0.8341,-0.8366,0.0562
Li2Y1Br3I2_icsd_413938_1,Li2YI2Br3,False,16,538.12,-3.499,-3.4673,-3.688,-0.116,-0.3042,0.0563
Li2Y1Cl1Br4_icsd_000484_1,Li2YBr4Cl,False,16,470.56,-3.765,-3.735,-3.96,-0.441,-0.6352,0.0563
Li1Y2Zn1Br9_icsd_281502_1,LiY2ZnBr9,False,26,972.71,-3.4919,-3.4612,-3.76,-0.9477,-1.2158,0.0564
K1Hf1Hg1Br5S1_icsd_411443_2,KHfHgSBr5,False,36,1355.99,-3.611,-3.3238,-3.632,-0.362,-0.3827,0.0565
K3Sc1Zn1I8_icsd_069143_2,K3ScZnI8,False,26,1252.46,-2.7677,-2.7109,-2.859,-0.3046,-0.3959,0.0565
Na1Sc2Zn1Br9_icsd_281502_1,NaSc2ZnBr9,False,26,920.97,-3.4064,-3.377,-3.558,-0.7774,-0.9289,0.0569
Na1Sc1Y1I7_icsd_060952_2,NaYScI7,False,40,1825.3,-3.478,-3.4585,-3.543,-0.4462,-0.5112,0.0569
Li1La1Al2Br8I2_icsd_408052_1,LiLaAl2(IBr4)2,False,28,1154.77,-3.12,-3.0299,-3.445,-0.136,-0.4611,0.0569
Li1Sc1Br2I2_Mg1Hf1Cl2S2_sg63_icsd_260003_2_1,LiSc(IBr)2,False,24,817.11,-3.616,-3.61,-3.64,-0.666,-0.6902,0.057
K1Sc2Cd1I9_icsd_281502_1,KSc2CdI9,False,26,1225.41,-3.0189,-2.9565,-3.069,-0.7609,-0.811,0.057
K3W1Al1N4_icsd_182574_1,K3AlWN4,False,36,698.18,-5.9865,-5.9791,-6.098,-0.1549,-0.2664,0.0571
K1Y2Cl1Br6_icsd_035428_1,KY2Br6Cl,False,40,1621.91,-4.106,-4.0799,-4.271,-1.188,-1.3524,0.0572
K1Sc1Zn2Br8_icsd_166610_1,KSc(ZnBr4)2,False,24,873.9,-3.1174,-3.0644,-3.111,-0.6202,-0.6138,0.0574
Li2Sc1F2Br3_icsd_418344_1,Li2ScBr3F2,False,32,708.37,-4.2957,-4.2886,-4.53,-0.2163,-0.4506,0.0576
K1Sc2Hg1Br9_icsd_281502_1,KSc2HgBr9,False,26,1011.33,-3.3976,-3.323,-3.423,-1.1409,-1.1662,0.0576
Li1Y1La1Cl1Br6_icsd_159098_19,LiLaYBr6Cl,False,20,699.08,-3.903,-3.8593,-4.217,-0.177,-0.4906,0.0576
K1Sc1Cd2Br8_icsd_166610_1,KSc(CdBr4)2,False,24,917.38,-2.9848,-2.9271,-3.036,-0.5699,-0.6211,0.0576
K1Ti2Hg1F11_icsd_078867_1,KTi2HgF11,False,15,239.78,-4.9683,-4.9697,-5.15,-0.198,-0.3798,0.0576
Li3Y1Zn1Br8_icsd_040534_1,Li3YZnBr8,False,26,743.02,-3.3285,-3.3601,-3.431,-0.5011,-0.6036,0.0576
Li1Sc2La1Cl2Br8_icsd_408052_1,LiLaSc2(Br4Cl)2,False,28,949.66,-3.734,-3.6749,-4.161,-0.191,-0.6181,0.0578
Na1Sc1Cd2F8_icsd_201623_1,NaScCd2F8,False,24,351.23,-4.5964,-4.6057,-4.78,-0.7592,-0.9429,0.0578
K1Sc2La1Cl2Br8_icsd_408052_1,KLaSc2(Br4Cl)2,False,28,1059.78,-3.809,-3.7421,-4.17,-0.292,-0.6529,0.0579
Li1Sc2Br6I1_icsd_035428_1,LiSc2IBr6,False,40,1399.63,-3.7453,-3.7567,-3.916,-1.1728,-1.3435,0.0581
Na4Hf1O4_icsd_202818_1,Na4HfO4,False,18,284.54,-5.8377,-5.8213,-5.818,-0.1264,-0.1066,0.0582
Na1Sc1Y1F1Br6_icsd_159098_19,NaYScBr6F,False,20,622.92,-3.934,-3.9282,-4.363,-0.574,-1.0029,0.0585
Na1Y1Br3I1_icsd_186409_1,NaYIBr3,False,12,421.51,-3.827,-3.7904,-3.857,-0.389,-0.4193,0.0586
Na1Hf1Cl3Br2_icsd_060759_1,NaHfBr2Cl3,False,14,474.89,-4.165,-4.1884,-4.277,-0.147,-0.2593,0.0587
K3Sc1Hg1I8_icsd_069143_2,K3ScHgI8,False,26,1220.42,-2.6936,-2.6183,-2.715,-0.3748,-0.3962,0.0589
Li2Y1Zn2Br9_icsd_416032_1,Li2YZn2Br9,False,28,1004.03,-2.8605,-2.808,-3.222,-0.1885,-0.55,0.059
K1Sc1Zn1I6_icsd_088790_2,KScZnI6,False,9,386.46,-2.8708,-2.8643,-2.893,-0.5609,-0.5831,0.0591
Na2Hf1Al1Br9_icsd_180336_1,Na2HfAlBr9,False,26,1063.27,-3.1502,-3.1286,-3.586,-0.561,-0.9968,0.0593
Li2Sc1Zn2Br9_icsd_075583_1,Li2ScZn2Br9,False,28,902.13,-2.7993,-2.8175,-3.153,-0.1658,-0.5195,0.0594
Li1Sc2Si1Br11_icsd_081223_1,LiSc2SiBr11,False,15,668.24,-3.4242,-3.3896,-3.638,-0.7019,-0.9157,0.0595
Li3Y2F1Br8_icsd_412221_1,Li3Y2Br8F,False,28,853.49,-3.627,-3.6144,-4.171,-0.405,-0.9495,0.0595
K2Sc1Hg2Br9_icsd_075583_1,K2ScHg2Br9,False,28,1109.61,-2.7032,-2.707,-2.789,-0.4492,-0.535,0.0596
K1Sc2Cl1Br6_icsd_035428_1,KSc2Br6Cl,False,40,1383.41,-3.8855,-3.8733,-4.048,-1.0709,-1.2333,0.0597
K2Sc2Cl1I7_icsd_079478_1,K2Sc2I7Cl,False,24,1086.86,-3.276,-3.2963,-3.466,-0.521,-0.7111,0.0598
Li2Y1Hf1Br7I2_icsd_071263_3,Li2YHfI2Br7,False,26,1112.08,-3.5069,-3.4423,-3.943,-0.3831,-0.8191,0.0599
K1Sc1Al1Cl1Br6_icsd_159097_19,KScAlBr6Cl,False,20,787.98,-3.352,-3.2756,-3.685,-0.652,-0.9853,0.0602
K2Al4S7_icsd_006321_1,K2Al4S7,False,13,276.17,-4.737,-4.6846,-4.698,-0.1321,-0.0931,0.0604
K1Sc1Zn2I8_icsd_166610_1,KSc(ZnI4)2,False,24,1098.57,-2.6584,-2.6162,-2.667,-0.4123,-0.421,0.0607
Li3Hf1Cd1Br9_icsd_010384_2,Li3HfCdBr9,False,28,925.53,-3.1554,-3.1045,-3.445,-0.2792,-0.5688,0.061
Na2Sc2Br7I1_icsd_079478_1,Na2Sc2IBr7,False,24,832.11,-3.624,-3.6374,-3.733,-0.629,-0.7374,0.061
Na2Cd2Al1Br9_icsd_075583_1,Na2AlCd2Br9,False,28,929.05,-2.6837,-2.6845,-2.758,-0.2703,-0.3446,0.0613
Na1Sc1Zn1I6_icsd_152300_5,NaScZnI6,False,18,689.62,-2.8516,-2.8393,-2.854,-0.5672,-0.5697,0.0615
Li2Sc1Hg2Br9_icsd_075583_1,Li2ScHg2Br9,False,28,1049.29,-2.5614,-2.584,-2.822,-0.2558,-0.5164,0.0616
Na1Y1Al1Br6I1_icsd_159097_19,NaYAlIBr6,False,20,945.11,-3.357,-3.2503,-3.614,-0.505,-0.7624,0.0616
K1Y1Cl2Br2_icsd_075418_2,KY(BrCl)2,False,12,468.83,-4.23,-4.2101,-4.262,-0.37,-0.4028,0.0618
K4Sc1I7_icsd_603686_1,K4ScI7,False,24,1116.67,-3.0086,-3.0379,-3.047,-0.3858,-0.4242,0.0618
Na1Sc1Al1Br1I6_icsd_159098_19,NaScAlI6Br,False,20,1051.66,-2.84,-2.757,-3.131,-0.12,-0.4113,0.062
K1La2Hf1Br11_icsd_081223_1,KLa2HfBr11,False,15,620.9,-4.0037,-3.9596,-4.116,-0.3769,-0.4892,0.062
Na1Sc1Cd2Br8_icsd_166610_1,NaSc(CdBr4)2,False,24,883.44,-2.9165,-2.8704,-3.006,-0.2896,-0.3791,0.0621
K3Sc1Y1Br9_icsd_039809_2,K3YScBr9,False,28,1061.93,-3.5411,-3.4564,-3.82,-0.8676,-1.1465,0.0624
Na1Sc1Y1F7_icsd_245783_2,NaYScF7,False,40,648.92,-6.2194,-6.2469,-6.262,-1.0946,-1.1372,0.0627
Li3Sc2F1Br8_icsd_412221_1,Li3Sc2Br8F,False,28,843.86,-3.5692,-3.5748,-4.025,-0.4878,-0.9436,0.0628
K1Y1Al1Br7_icsd_024423_1,KYAlBr7,False,40,1450.78,-3.6795,-3.6629,-3.712,-1.3055,-1.338,0.063
K1Ti1Al2Br11_icsd_081223_1,KTiAl2Br11,False,15,810.68,-2.9781,-2.9741,-3.355,-0.2887,-0.6656,0.0631
Li1Sc1Al1Cl1Br6_icsd_159098_19,LiScAlBr6Cl,False,20,853.46,-3.318,-3.2612,-3.683,-0.582,-0.9472,0.0631
Li1Sc1Al1Br6I1_icsd_159097_19,LiScAlIBr6,False,20,902.19,-3.21,-3.098,-3.543,-0.75,-1.0835,0.0631
K1Y1Zn2Br7I1_icsd_166998_2,KYZn2IBr7,False,24,850.64,-2.944,-2.853,-3.148,-0.226,-0.4296,0.0632
Na1Sc3F6O2_icsd_412467_1,NaSc3(OF3)2,False,24,360.79,-6.1098,-5.9888,-6.746,-0.3021,-0.9383,0.0632
Na1Sc2Br6I1_icsd_035428_1,NaSc2IBr6,False,40,1449.79,-3.754,-3.76,-3.866,-1.041,-1.1527,0.0634
