id,reduced_comp,in_icsd,num_atoms,relaxed_volume,predicted_energy,vol_energyperatom,full_energyperatom,predicted_decomp,decomp_energy,sc_decomp_energy
Na1Sc1Zn2Br8_icsd_166610_1,NaSc(ZnBr4)2,False,24,824.71,-3.071,-3.0188,-3.079,-0.3692,-0.3772,0.0639
Na1Y2Cd1Br9_icsd_281502_1,NaY2CdBr9,False,26,1051.21,-3.5582,-3.5146,-3.697,-0.8716,-1.0103,0.0641
Li2Y1Hg2Br9_icsd_281267_2,Li2YHg2Br9,False,28,982.16,-2.6289,-2.4962,-2.888,-0.2848,-0.5439,0.0642
Li2Sc1W1Br11_icsd_081223_1,Li2ScWBr11,False,15,559.4,-3.1921,-3.2026,-3.495,-0.169,-0.4718,0.0643
Na1Sc1Y1Cl1Br6_icsd_159098_19,NaYScBr6Cl,False,20,625.82,-3.872,-3.8267,-4.114,-0.737,-0.9791,0.0643
K1Sc3F4Br6_icsd_060959_1,KSc3(Br3F2)2,False,28,606.11,-4.571,-4.4795,-4.615,-0.634,-0.6782,0.0644
Li2Y1Hf1F2Br7_icsd_071263_3,Li2YHfBr7F2,False,26,848.79,-3.833,-3.8059,-4.545,-0.104,-0.8158,0.0644
Li1Y3Br6O2_icsd_412469_1,LiY3(Br3O)2,False,24,663.75,-5.09,-5.1476,-5.41,-0.658,-0.9777,0.0645
Li2Y1Al1Br8_icsd_425174_1,Li2YAlBr8,False,48,2122.8,-3.5046,-3.4591,-3.66,-0.9436,-1.099,0.0645
Na1Sc2B1F8Br2_icsd_422406_4,NaSc2B(BrF4)2,False,14,287.31,-4.717,-4.5935,-5.594,-0.36,-1.2361,0.0646
Li3Sc1Zn1Br8_icsd_040534_1,Li3ScZnBr8,False,26,700.25,-3.2172,-3.2684,-3.35,-0.4314,-0.5642,0.0647
Li2Sc1Hf1Cl2Br7_icsd_071263_4,Li2HfScBr7Cl2,False,26,862.25,-3.5438,-3.4936,-4.082,-0.2444,-0.7826,0.0647
K1Sc2Cd1Br9_icsd_281502_1,KSc2CdBr9,False,26,968.06,-3.5214,-3.4629,-3.558,-1.1226,-1.1592,0.0647
Li1Hf1Zn1Br6I1_icsd_159098_23,LiHfZnIBr6,False,20,806.71,-3.143,-3.057,-3.445,-0.252,-0.5536,0.0648
K2Sc1Cd2Br9_icsd_075583_1,K2ScCd2Br9,False,28,1062.71,-2.9871,-2.9694,-3.047,-0.4694,-0.5293,0.0649
Li1Y1Zn1Br6_icsd_152300_5,LiYZnBr6,False,18,528.06,-3.4801,-3.4476,-3.485,-0.8697,-0.8745,0.0649
Li3Al1Br6_icsd_089617_1,Li3AlBr6,False,20,514.61,-3.286,-3.2279,-3.264,-0.5078,-0.4857,0.065
Li1Sc2Zn1F9_icsd_281502_1,LiSc2ZnF9,False,26,343.3,-5.486,-5.4205,-5.703,-1.098,-1.315,0.0651
Li3Sc1Y1Br9_icsd_174519_1,Li3YScBr9,False,28,892.95,-3.4918,-3.4734,-3.865,-0.7409,-1.1141,0.0651
Na1Sc1Zn2I8_icsd_166610_1,NaSc(ZnI4)2,False,24,1043.37,-2.6146,-2.5675,-2.635,-0.3877,-0.4082,0.0652
K1Al2Sn1Br11_icsd_078867_1,KAl2SnBr11,False,15,817.12,-2.7472,-2.7296,-3.066,-0.3354,-0.6541,0.0653
Na1Y1F1Br3_icsd_010470_3,NaYBr3F,False,12,460.34,-4.329,-4.3523,-4.506,-0.235,-0.4125,0.0654
K1Sc1Cl2Br2_icsd_075418_2,KSc(BrCl)2,False,12,423.91,-4.069,-4.0506,-4.083,-0.342,-0.3563,0.0655
Li1Sc1Cd2Br8_icsd_166610_1,LiSc(CdBr4)2,False,24,832.7,-2.9121,-2.8639,-3.049,-0.4671,-0.604,0.0656
Li2Sc1B1Br8_icsd_425174_1,Li2ScBBr8,False,48,1817.08,-3.245,-3.2483,-3.604,-0.2456,-0.6046,0.0657
Li1Hf1Cd1Br6I1_icsd_159098_23,LiHfCdIBr6,False,20,848.6,-3.199,-3.0949,-3.399,-0.353,-0.5525,0.0659
K2Hg1F4_icsd_069508_1,K2HgF4,False,14,294.6,-3.7025,-3.5962,-3.603,-0.1002,-0.0007,0.0661
Li2Sc2Cl1Br7_icsd_100030_1,Li2Sc2Br7Cl,False,48,1934.52,-3.703,,-3.947,-0.775,-1.0188,0.0665
Li2Sc2Br7I1_icsd_100030_1,Li2Sc2IBr7,False,48,1974.58,-3.663,-3.6205,-3.821,-0.966,-1.1247,0.0665
Na2Sc1Hg2I9_icsd_075583_1,Na2ScHg2I9,False,28,1332.23,-2.1834,-2.2033,-2.372,-0.1581,-0.3466,0.0668
Li3Al2F1Br8_icsd_412221_1,Li3Al2Br8F,False,28,849.9,-3.1891,-3.2006,-3.51,-0.2677,-0.5886,0.067
Li1Sc2Zn1Br7I2_icsd_098129_3,LiSc2ZnI2Br7,False,26,887.36,-2.97,-2.8061,-3.507,-0.352,-0.8899,0.0672
Na2Sc2Cl1Br7_icsd_079478_1,Na2Sc2Br7Cl,False,24,801.62,-3.677,-3.6884,-3.855,-0.385,-0.5629,0.0673
K2Sc1F2Br3_icsd_200497_1,K2ScBr3F2,False,24,658.23,-4.3771,-4.3595,-4.433,-0.3218,-0.3777,0.0675
Na1Sc2Al1Br8I2_icsd_422132_1,NaSc2Al(IBr4)2,False,28,993.7,-3.221,-3.1465,-3.604,-0.588,-0.9717,0.0675
K2Al1Cl2Br3_icsd_060621_1,K2AlBr3Cl2,False,32,1069.61,-3.316,-3.3274,-3.384,-0.145,-0.2127,0.0679
Na1Sc2Zn1I9_icsd_281502_1,NaSc2ZnI9,False,26,1166.66,-2.8946,-2.8679,-3.057,-0.6201,-0.7825,0.0679
K1Hg2Al2Br8P1_icsd_408052_1,KAl2Hg2PBr8,False,28,1092.33,-2.6077,-2.5992,-2.88,-0.1088,-0.3811,0.0681
Li2Hf1F2Br4_icsd_201173_1,Li2Hf(Br2F)2,False,36,880.03,-4.35,-4.3166,-4.59,-0.1888,-0.4288,0.0681
K1Sc2Zn1Br9_icsd_281502_1,KSc2ZnBr9,False,26,946.49,-3.479,-3.4406,-3.589,-1.0387,-1.1487,0.0682
Na3Sc2F8Cl1_icsd_412221_1,Na3Sc2ClF8,False,28,424.71,-5.1965,-5.2171,-5.49,-0.4827,-0.7763,0.0683
K1Y1Al1Br6I1_icsd_159097_19,KYAlIBr6,False,20,808.69,-3.403,-3.2998,-3.641,-0.818,-1.0556,0.0684
Li1Y2La1Cl2Br8_icsd_408052_1,LiLaY2(Br4Cl)2,False,28,1153.32,-3.809,,-4.315,-0.195,-0.7007,0.0685
Na2Y1Hg1Br7_icsd_093723_2,Na2YHgBr7,False,44,1552.6,-3.1032,-3.1092,-3.151,-0.1549,-0.2026,0.0686
Li3Sc1La1Br9_icsd_174519_1,Li3LaScBr9,False,28,1012.91,-3.5135,-3.481,-3.819,-0.2115,-0.5169,0.0686
Na2Hf2Cl1Br9_icsd_093605_2,Na2Hf2Br9Cl,False,28,1032.47,-3.631,-3.6236,-3.954,-0.6215,-0.9446,0.0689
Na1Y1Al2F2Br8_icsd_422406_2,NaYAl2(Br4F)2,False,14,437.86,-3.427,-3.3611,-3.912,-0.114,-0.5984,0.069
K1Cd1Al1Br6_icsd_036538_5,KAlCdBr6,False,18,619.16,-2.8916,-2.8926,-2.897,-0.5589,-0.5643,0.0691
Li1Sc1Zn1Br6_icsd_164941_1,LiScZnBr6,False,18,498.67,-3.3709,-3.3518,-3.374,-0.8204,-0.8235,0.0693
Li1La1Al1Br7_icsd_085712_1,LiLaAlBr7,False,20,790.2,-3.5884,-3.5076,-3.663,-0.4067,-0.4813,0.0694
Li1Y1La1Br6I1_icsd_159098_19,LiLaYIBr6,False,20,689.55,-3.839,-3.7528,-4.06,-0.277,-0.4979,0.0694
Li2Sc1Zn2Br8I1_icsd_072364_3,Li2ScZn2IBr8,False,28,1027.98,-2.82,-2.7108,-3.103,-0.114,-0.3971,0.0694
Na3Sc1Zn1I8_icsd_069143_2,Na3ScZnI8,False,26,1208.29,-2.6137,-2.5615,-2.783,-0.2037,-0.373,0.0695
K2Sc1Cd2I9_icsd_075583_1,K2ScCd2I9,False,28,1287.87,-2.5539,-2.5345,-2.615,-0.2911,-0.3522,0.0696
Na1Y2Zn1Br9_icsd_281502_1,NaY2ZnBr9,False,26,1012.19,-3.4931,-3.4727,-3.726,-0.7719,-1.0048,0.0696
Na3Sc1Cd1I8_icsd_040534_1,Na3ScCdI8,False,26,1043.5,-2.623,-2.6397,-2.764,-0.2471,-0.3882,0.0696
Li1Sc1Y1Cl1Br6_icsd_159098_19,LiYScBr6Cl,False,20,641.38,-3.869,-3.8308,-4.161,-0.964,-1.2562,0.0698
Na1Sc1F1I3_icsd_082802_3,NaScI3F,False,24,1019.22,-3.799,-3.7952,-3.926,-0.624,-0.7513,0.07
K1Sc1Br2I2_icsd_075418_2,KSc(IBr)2,False,12,513.93,-3.545,-3.5526,-3.585,-0.956,-0.9952,0.07
Li1Sc1F3Br1_icsd_420301_3,LiScBrF3,False,24,422.24,-5.443,-5.4383,-5.47,-0.248,-0.2747,0.07
Li4Hf1Br8_icsd_633326_1,Li4HfBr8,False,13,356.06,-3.6239,-3.5953,-3.686,-0.5421,-0.6042,0.0701
Na1Sc1Al1Cl1Br6_icsd_159097_19,NaScAlBr6Cl,False,20,842.39,-3.316,-3.2426,-3.641,-0.377,-0.7021,0.0703
K1Y1Br2I2_icsd_075418_2,KY(IBr)2,False,12,561.71,-3.714,-3.7192,-3.77,-0.368,-0.4236,0.0704
Li1Sc1Zn2Br8_icsd_166610_1,LiSc(ZnBr4)2,False,24,775.9,-3.0661,-3.0171,-3.119,-0.5463,-0.5992,0.0704
Na2Y1Al1Br8_icsd_161847_1,Na2YAlBr8,False,24,762.41,-3.2758,-3.2687,-3.575,-0.3313,-0.6305,0.0705
Na2Sc1Cd1Br7_icsd_093723_1,Na2ScCdBr7,False,44,1428.77,-3.2008,-3.2026,-3.222,-0.155,-0.1763,0.0705
K1Y1F1Br3_icsd_010470_3,KYBr3F,False,12,441.06,-4.438,-4.4521,-4.549,-0.789,-0.8992,0.0707
K2Sc1Cl1Br4_icsd_412955_1,K2ScBr4Cl,False,32,1140.17,-3.684,-3.6447,-3.745,-0.512,-0.573,0.0707
K2Y1Hf1Br7I2_icsd_071263_3,K2YHfI2Br7,False,26,1046.9,-3.2207,-3.1495,-3.907,-0.1524,-0.8387,0.071
Li2Cd2Al1Br9_icsd_075583_1,Li2AlCd2Br9,False,28,886.97,-2.6701,-2.6742,-2.813,-0.1829,-0.3258,0.0712
K1Sc2Zn1I9_icsd_281502_1,KSc2ZnI9,False,26,1197.92,-2.9628,-2.9322,-3.089,-0.6706,-0.7968,0.0712
K3Sc1W1N4_icsd_182574_1,K3ScWN4,False,36,774.79,-6.255,-6.2534,-6.338,-0.169,-0.252,0.0715
Li4Hf1F1Br7_icsd_262842_2,Li4HfBr7F,False,13,384.39,-3.6436,-3.5651,-3.929,-0.1522,-0.4376,0.0715
K2Sc2Br1I7_icsd_079478_1,K2Sc2I7Br,False,24,1070.07,-3.261,-3.277,-3.393,-0.769,-0.9009,0.0715
K1Sc1Cl1I3_icsd_249402_1,KScI3Cl,False,24,1052.09,-3.485,-3.4667,-3.579,-0.413,-0.5069,0.0716
Li1Sc1F1Br3_icsd_082802_3,LiScBr3F,False,24,757.54,-4.301,-4.2904,-4.409,-0.828,-0.936,0.0717
K1Sc1Zn2Br7I1_icsd_166998_2,KScZn2IBr7,False,24,815.97,-2.803,-2.7001,-3.05,-0.286,-0.5329,0.0717
K1Zn2Al1Br8_icsd_428005_1,KAl(ZnBr4)2,False,24,972.2,-2.7586,-2.7209,-2.797,-0.3572,-0.3956,0.0719
Na3Y2Br8I1_icsd_412221_1,Na3Y2IBr8,False,28,1006.23,-3.5488,-3.5689,-3.776,-0.1152,-0.3424,0.0719
Li1Sc1Y1F1Br6_icsd_159098_19,LiYScBr6F,False,20,628.04,-3.931,-3.9339,-4.407,-0.801,-1.277,0.0721
Na3Sc1Hg1I8_icsd_040534_1,Na3ScHgI8,False,26,1043.59,-2.516,-2.5275,-2.647,-0.2503,-0.3813,0.0722
Na4Hf1Cl1Br7_icsd_421546_2,Na4HfBr7Cl,False,26,873.12,-3.3506,-3.3139,-3.572,-0.2106,-0.4319,0.0723
Na1Sc1Al1Br6I1_icsd_159097_19,NaScAlIBr6,False,20,928.2,-3.216,-3.0939,-3.495,-0.538,-0.8172,0.0724
Na1Cd1Al1Br6_icsd_152300_3,NaAlCdBr6,False,18,541.58,-2.8583,-2.8407,-2.861,-0.5429,-0.5456,0.0724
Na2Sc1Br4I1_icsd_202983_1,Na2ScIBr4,False,32,1389.41,-3.439,-3.4179,-3.501,-0.107,-0.1687,0.0725
K3Sc1Br4I2_icsd_252073_1,K3Sc(IBr2)2,False,40,1739.26,-3.333,-3.3168,-3.396,-0.525,-0.5882,0.0726
K2Y1Cd2Br9_icsd_075583_1,K2YCd2Br9,False,28,1102.21,-2.9565,-2.9397,-3.116,-0.4002,-0.5597,0.0726
K1Sc3Cl2I8_icsd_067711_1,KSc3(I4Cl)2,False,14,568.2,-3.2311,-3.1781,-3.57,-0.3554,-0.6943,0.0729
Li1Y1Hg1Br5I1_icsd_420040_24,LiYHgIBr5,False,18,596.4,-2.889,-2.8537,-3.183,-0.298,-0.5926,0.0729
Li1Al3Br6S2_icsd_412467_1,LiAl3(SBr3)2,False,24,587.15,-3.201,-3.3266,-3.711,-0.154,-0.6642,0.0732
K3Sc1La1Br9_icsd_039809_2,K3LaScBr9,False,28,1081.83,-3.5129,-3.431,-3.752,-0.2882,-0.5273,0.0733
Na1Sc2Hf1I11_icsd_081223_1,NaHfSc2I11,False,15,659.13,-3.3888,-3.3666,-3.489,-0.5635,-0.6637,0.0733
K2Sc1Br1I4_icsd_412955_1,K2ScI4Br,False,32,1426.17,-3.205,-3.17,-3.278,-0.593,-0.6661,0.0733
K1Sc2B1Br8I2_icsd_422132_1,KSc2B(IBr4)2,False,28,1353.06,-3.151,-3.1369,-3.676,-0.4,-0.9247,0.0734
Li2Hf1Cd1Br8_icsd_166610_2,Li2HfCdBr8,False,24,829.08,-3.2544,-3.2426,-3.46,-0.4514,-0.657,0.0735
K1Y2Cd1Br9_icsd_281502_1,KY2CdBr9,False,26,1064.44,-3.635,-3.5814,-3.723,-1.1531,-1.2411,0.0735
K2Zn2Al1Br9_icsd_075583_1,K2AlZn2Br9,False,28,932.85,-2.7716,-2.7912,-2.848,-0.259,-0.3354,0.0735
Na2Sc1Al1Br8_icsd_161847_1,Na2ScAlBr8,False,24,727.97,-3.1268,-3.1312,-3.486,-0.2469,-0.6061,0.0735
Na1Hf1Cd1Br6I1_icsd_159098_23,NaHfCdIBr6,False,20,866.78,-3.147,-3.068,-3.339,-0.352,-0.5441,0.0736
K3Sc1Cd1I8_icsd_069143_2,K3ScCdI8,False,26,1299.88,-2.767,-2.7095,-2.819,-0.3381,-0.3901,0.0738
Li6Ge2O7_icsd_025389_1,Li6Ge2O7,True,30,319.12,-5.5722,-5.5636,-5.61,-0.1241,-0.1619,0.0738
K1Sc1Y1Br6I1_icsd_159097_19,KYScIBr6,False,20,663.36,-3.856,-3.7508,-3.998,-1.155,-1.2976,0.0739
Na1Al2Sn1Br11_icsd_078867_1,NaAl2SnBr11,False,15,875.61,-2.7683,-2.7357,-3.04,-0.376,-0.6477,0.074
Na4Hf1Br7I1_icsd_421546_2,Na4HfIBr7,False,26,884.73,-3.3168,-3.2624,-3.457,-0.2816,-0.4218,0.0742
Na2Sc1Hg1F7_icsd_400729_1,Na2ScHgF7,False,22,352.34,-4.6927,-4.6932,-4.731,-0.4542,-0.4924,0.0743
Na1Y2Cd1Br7I2_icsd_071263_3,NaY2CdI2Br7,False,26,968.84,-3.114,-3.0183,-3.601,-0.102,-0.5891,0.0743
Li1Hf1Br4I1_icsd_049516_3,LiHfIBr4,False,14,574.32,-3.881,-3.8278,-3.899,-0.791,-0.8089,0.0745
K2Y1Zn1Br7_icsd_093723_2,K2YZnBr7,False,44,1541.21,-3.3981,-3.3975,-3.406,-0.7087,-0.7166,0.0745
Na2Y1Hf1Br9_icsd_180336_2,Na2YHfBr9,False,26,962.66,-3.5376,-3.4815,-3.93,-0.385,-0.7774,0.0745
Li2Al2Br7I1_icsd_100030_1,Li2Al2IBr7,False,48,1948.59,-3.112,-3.0329,-3.204,-0.606,-0.6977,0.0749
Na3Sc2F8Br1_icsd_412221_1,Na3Sc2BrF8,False,28,452.98,-5.1481,-5.1777,-5.436,-0.4836,-0.7714,0.075
Na2Hf1Br5I1_icsd_085061_2,Na2HfIBr5,False,36,1286.59,-3.458,-3.3982,-3.661,-0.432,-0.6356,0.0751
Li2Y1Cd1Br7_icsd_161498_2,Li2YCdBr7,False,11,362.79,-3.3454,-3.3089,-3.396,-0.6475,-0.6982,0.0751
K3Sc1Hg1Br8_icsd_069143_2,K3ScHgBr8,False,26,971.96,-3.0819,-2.9991,-3.105,-0.556,-0.5791,0.0752
Li4Hf1Br7I1_icsd_421546_2,Li4HfIBr7,False,26,737.96,-3.541,-3.5189,-3.631,-0.347,-0.4369,0.0752
Na3Hf1Br6I1_icsd_170764_2,Na3HfIBr6,False,22,809.92,-3.341,-3.3248,-3.541,-0.309,-0.5098,0.0752
Li3Y1La1Br9_icsd_174519_1,Li3LaYBr9,False,28,955.99,-3.5779,-3.5527,-3.881,-0.2372,-0.5404,0.0752
Na1Sc2Zr1I11_icsd_081223_1,NaZrSc2I11,False,15,662.71,-3.3177,-3.2814,-3.391,-0.5883,-0.6616,0.0754
Na1Zn2Al1Br8_icsd_425174_1,NaAl(ZnBr4)2,False,48,1971.37,-2.7278,-2.6995,-2.769,-0.3435,-0.3847,0.0754
K1Hf1Zn1Br5S1_icsd_411443_2,KHfZnSBr5,False,36,1164.11,-3.639,-3.4386,-3.868,-0.124,-0.3537,0.0756
Li1Sc1Hg1I6_icsd_164941_1,LiScHgI6,False,18,670.48,-2.7249,-2.6752,-2.696,-0.1705,-0.1416,0.0756
Na2Sc1Cd1I7_icsd_093723_1,Na2ScCdI7,False,44,1815.92,-2.7371,-2.7441,-2.771,-0.4189,-0.4528,0.0759
K1Y2Zn1Br9_icsd_281502_1,KY2ZnBr9,False,26,1044.26,-3.5656,-3.5393,-3.755,-1.0423,-1.2317,0.076
Na3Sc2F8I1_icsd_412221_1,Na3Sc2IF8,False,28,574.8,-5.105,-5.1185,-5.383,-0.362,-0.6406,0.076
K2Sc1Cl1I4_icsd_412955_1,K2ScI4Cl,False,32,1392.19,-3.291,-3.2581,-3.367,-0.285,-0.3609,0.0762
K3Sc1Zn1Br8_icsd_069143_2,K3ScZnBr8,False,26,960.09,-3.1825,-3.1147,-3.279,-0.4661,-0.5626,0.0762
Na1Y3Br8I2_icsd_067711_1,NaY3(IBr4)2,False,14,504.72,-3.8178,-3.7179,-3.95,-0.8249,-0.9571,0.0763
Na1Hg1Al1Br5I1_icsd_050988_3,NaAlHgIBr5,False,18,977.56,-2.403,-2.3636,-2.613,-0.178,-0.3878,0.0763
Li1Hg1Al1Br5I1_icsd_050988_3,LiAlHgIBr5,False,18,957.51,-2.384,-2.3463,-2.664,-0.102,-0.3815,0.0766
K2Y1Cd2Br8I1_icsd_072364_3,K2YCd2IBr8,False,28,999.95,-2.8412,-2.7537,-3.072,-0.1339,-0.3647,0.0767
Li1Sc2Cd1Br7S1_icsd_166998_4,LiSc2CdSBr7,False,24,834.23,-3.283,-3.2795,-3.821,-0.216,-0.7539,0.0768
Li2Y1Hg1Br7_icsd_161498_2,Li2YHgBr7,False,11,366.65,-3.1997,-3.1533,-3.227,-0.6698,-0.697,0.0768
Na1Sc1F2Br2_icsd_075418_2,NaSc(BrF)2,False,12,288.01,-4.59,-4.6039,-4.829,-0.637,-0.8755,0.0769
Li1Y2Br4I3_icsd_063489_1,LiY2I3Br4,False,40,1536.48,-3.4156,-3.3415,-3.982,-0.2022,-0.7686,0.0769
Na2Sc2Br1I7_icsd_079478_1,Na2Sc2I7Br,False,24,1023.65,-3.148,-3.1607,-3.333,-0.606,-0.7904,0.077
Na4Sc1I7_icsd_603686_1,Na4ScI7,False,24,939.11,-2.8812,-2.8782,-2.951,-0.3351,-0.4049,0.0774
K2Sc1Br4I1_icsd_202983_1,K2ScIBr4,False,32,1534.35,-3.551,-3.5318,-3.556,-0.824,-0.8287,0.0777
Li2Hf1Cl1Br5_icsd_290265_1,Li2HfBr5Cl,False,36,1384.73,-3.788,-3.7416,-3.95,-0.497,-0.6583,0.0777
Na1Sc2Zn1Br7I2_icsd_098129_3,NaSc2ZnI2Br7,False,26,856.93,-2.961,-2.8003,-3.462,-0.295,-0.7962,0.0778
K1Sc1Br3I1_icsd_001384_1,KScIBr3,False,12,577.71,-3.652,-3.637,-3.704,-1.061,-1.1126,0.078
Li1La1I4_icsd_033564_2,LiLaI4,False,6,271.76,-3.6545,,-3.404,-0.1725,0.0781,0.0781
K1Sc1Cl2I2_icsd_075418_2,KSc(ICl)2,False,12,475.31,-3.7457,-3.7645,-3.822,-0.1297,-0.206,0.0782
Li3Cd1Al1Br8_icsd_040534_2,Li3AlCdBr8,False,26,786.73,-2.8313,-2.833,-3.016,-0.1685,-0.3532,0.0783
K1Sc1Hg1Br3I3_icsd_171662_1,KScHg(IBr)3,False,18,877.73,-2.473,-2.5555,-2.919,-0.222,-0.667,0.0786
Na2Sc3F9O1_icsd_024426_1,Na2Sc3OF9,False,30,509.74,-5.4269,-5.3272,-6.197,-0.7517,-1.5218,0.0787
K1Sc1Y1Br5I2_icsd_412517_1,KYScI2Br5,False,40,1668.05,-3.058,-2.9319,-3.926,-0.146,-1.0142,0.0788
K1Sc2Zn1Br7I2_icsd_098129_3,KSc2ZnI2Br7,False,26,910.64,-2.991,-2.8288,-3.492,-0.514,-1.015,0.079
K1Y2Ti1Br11_icsd_081223_1,KY2TiBr11,False,15,542.05,-3.8403,-3.7893,-3.975,-0.9255,-1.0603,0.0791
Na2Y1Zn1Br7_icsd_093723_2,Na2YZnBr7,False,44,1340.52,-3.3279,-3.3224,-3.346,-0.1708,-0.189,0.0791
K1Y2Br3O2_icsd_060667_1,KY2Br3O2,False,16,412.77,-5.702,-5.6578,-5.875,-0.296,-0.4693,0.0795
K2Sc1La1Br8_icsd_201623_1,K2LaScBr8,False,24,918.93,-3.6037,-3.6132,-3.851,-0.364,-0.6114,0.0795
K1Ti2Zn1F11_icsd_078867_1,KTi2ZnF11,False,15,215.76,-5.3072,-5.2916,-5.371,-0.2941,-0.3579,0.0795
K1Y2Zn1Br7I2_icsd_098129_3,KY2ZnI2Br7,False,26,1020.89,-3.143,-2.9984,-3.665,-0.294,-0.8164,0.0799
K1Sc1Al1Br7_icsd_060952_2,KScAlBr7,False,40,1236.96,-3.5665,-3.5502,-3.582,-1.2465,-1.262,0.08
K1Y3Cl6Br4_icsd_060959_1,KY3(Br2Cl3)2,False,28,789.78,-4.4496,-4.4311,-4.569,-0.3834,-0.5028,0.08
Li1Sc2Ti1Br11_icsd_081223_1,LiSc2TiBr11,False,15,466.89,-3.6896,-3.6703,-3.762,-0.8228,-0.8952,0.0801
Li1Sc2B1Br8I2_icsd_408052_1,LiSc2B(IBr4)2,False,28,1198.88,-3.095,-3.0709,-3.684,-0.207,-0.7961,0.0805
Na1Sc2Ti1I11_icsd_081223_1,NaSc2TiI11,False,15,632.36,-3.15,-3.1124,-3.249,-0.5574,-0.6564,0.0805
K1Y1Cd1Br4I2_icsd_083588_1,KYCd(IBr2)2,False,36,1509.0,-3.1307,-3.1094,-3.28,-0.1404,-0.2897,0.0807
K1Sc2Cd1Br7I2_icsd_071263_3,KSc2CdI2Br7,False,26,992.13,-2.996,-2.8757,-3.456,-0.56,-1.0205,0.0808
Na3B1Al1Br9_icsd_039809_2,Na3AlBBr9,False,28,987.01,-2.9774,-2.9855,-3.168,-0.1256,-0.3162,0.081
K3Cd1Al1Br8_icsd_069143_2,K3AlCdBr8,False,26,941.48,-2.9067,-2.814,-2.963,-0.3272,-0.3835,0.0811
Na1Y3Br6O2_icsd_412467_1,NaY3(Br3O)2,False,24,719.45,-4.883,-4.9664,-5.361,-0.259,-0.737,0.0812
K1Y2Sn1Br11_icsd_081223_1,KY2SnBr11,False,15,562.59,-3.6761,-3.5687,-3.686,-1.0389,-1.0488,0.0813
Na1Sc2Cd1Br7I2_icsd_071263_3,NaSc2CdI2Br7,False,26,937.55,-2.97,-2.8494,-3.424,-0.339,-0.7927,0.0814
K3Al1F2Br4_icsd_024840_1,K3Al(Br2F)2,False,40,1107.91,-3.819,-3.8101,-3.824,-0.104,-0.1086,0.0814
Na1Sc1Cl2I2_icsd_075418_2,NaSc(ICl)2,False,12,417.2,-3.713,-3.7095,-3.776,-0.135,-0.1983,0.0814
Li1Sc1La1Cl1Br6_icsd_159097_19,LiLaScBr6Cl,False,20,669.56,-3.813,-3.7696,-4.095,-0.136,-0.4186,0.0816
Na2Hf1Cl1Br5_icsd_085061_2,Na2HfBr5Cl,False,36,1286.36,-3.544,-3.5144,-3.821,-0.367,-0.6441,0.0816
Li2Y1Hf1Cl2Br7_icsd_071263_3,Li2YHfBr7Cl2,False,26,843.74,-3.6823,-3.6475,-4.145,-0.3217,-0.7844,0.0818
K4Sc1Br7_icsd_603686_1,K4ScBr7,False,24,899.95,-3.4455,-3.4476,-3.454,-0.6023,-0.6108,0.0818
Li4Y2Br8S1_icsd_002330_1,Li4Y2SBr8,False,30,939.38,-3.668,-3.543,-4.045,-0.2645,-0.6415,0.0819
Li1Sc1La1Br6I1_icsd_159097_19,LiLaScIBr6,False,20,687.31,-3.744,-3.6593,-3.942,-0.345,-0.5439,0.082
Li1Sc2Al1Br8I2_icsd_422132_1,LiSc2Al(IBr4)2,False,28,968.29,-3.22,-3.1356,-3.639,-0.744,-1.1627,0.082
Na1Sc1Zn2F7Br1_icsd_166998_2,NaScZn2BrF7,False,24,420.47,-4.2321,-4.2086,-4.677,-0.1286,-0.5735,0.0821
K3Hg1Al1Br8_icsd_069143_2,K3AlHgBr8,False,26,944.17,-2.8062,-2.698,-2.821,-0.3687,-0.3835,0.0827
K1Hg1Al1Br6_icsd_068905_2,KAlHgBr6,False,18,621.1,-2.6725,-2.6746,-2.678,-0.545,-0.5505,0.0829
K1Sc2Zr1I11_icsd_081223_1,KZrSc2I11,False,15,673.46,-3.3202,-3.2883,-3.414,-0.5755,-0.6692,0.083
Li2Y1W1Br11_icsd_081223_1,Li2YWBr11,False,15,557.55,-3.3042,-3.3076,-3.541,-0.2451,-0.4818,0.0831
Na2Sc1F4I1_icsd_092418_1,Na2ScIF4,False,8,130.75,-4.958,-4.9174,-5.03,-0.16,-0.231,0.0832
Na2Sc1Cd2I9_icsd_075583_1,Na2ScCd2I9,False,28,1171.39,-2.4397,-2.4263,-2.562,-0.2098,-0.3321,0.0833
Li2Sc1Hf1F2Br7_icsd_071263_4,Li2HfScBr7F2,False,26,834.32,-3.696,-3.6577,-4.448,-0.12,-0.8718,0.0835
K3Y2Cl1Br8_icsd_412221_1,K3Y2Br8Cl,False,28,1074.64,-3.766,-3.765,-3.926,-0.786,-0.9456,0.0836
Na2Sc2Cl1I7_icsd_079478_1,Na2Sc2I7Cl,False,24,1014.45,-3.164,-3.1801,-3.39,-0.447,-0.6735,0.0838
Li2Sc1Cd1Br7_icsd_161498_2,Li2ScCdBr7,False,11,340.87,-3.2461,-3.2211,-3.3,-0.5973,-0.6513,0.0839
Li2Zn1Al1Br7_icsd_093723_1,Li2AlZnBr7,False,44,1610.48,-2.81,-2.8752,-3.008,-0.225,-0.423,0.084
