id,reduced_comp,in_icsd,full_energyperatom,sc_decomp_energy,cond_ion_frac,oxidation,reduction,stability_window,reward
Li2Sc1Y1Cl1Br7_icsd_166998_5,Li2YScBr7Cl,False,-3.97,0.1251,0.1667,,,,0.294
Na1Sc1Hg1F3Br3_icsd_016608_4,NaScHg(BrF)3,False,-4.051,0.1253,0.1111,,,,0.2862
K1Sc1Hg1Cl1Br5_icsd_422708_3,KScHgBr5Cl,False,-3.118,0.1257,0.1111,,,,0.2862
Li1Hf1Br3S1_icsd_186409_1,LiHfSBr3,False,-4.612,0.1262,0.1667,,,,0.2939
Li3Hf1Br7_icsd_174071_1,Li3HfBr7,False,-3.71,0.1263,0.2727,,,,0.3086
K1Sc3F4I6_icsd_060959_1,KSc3(I3F2)2,False,-4.143,0.1269,0.0714,,,,0.2806
Na1Al2Si1Br11_icsd_081223_1,NaAl2SiBr11,False,-3.129,0.1272,0.0667,,,,0.28
Li1Sc1Y1Br5I2_icsd_086200_2,LiYScI2Br5,False,-3.897,0.1273,0.1,,,,0.2846
Na1Cd1Al1Br5I1_icsd_085758_3,NaAlCdIBr5,False,-2.744,0.1274,0.1111,,,,0.2861
Na1Sc2Ti1Br11_icsd_081223_1,NaSc2TiBr11,False,-3.739,0.1277,0.0667,,,,0.2799
Na1Al2Cl1Br6_icsd_183780_2,NaAl2Br6Cl,False,-3.216,0.1277,0.1,,,,0.2846
Li1Y1Zn2Br7I1_icsd_166998_2,LiYZn2IBr7,False,-3.095,0.1277,0.0833,,,,0.2823
K1Y1Cd1F1Br5_icsd_422708_3,KYCdBr5F,False,-3.714,0.1279,0.1111,,,,0.2861
Na1Y3Br6I4_icsd_060959_1,NaY3(I2Br3)2,False,-3.967,0.128,0.0714,,,,0.2806
K2Sc2Br3I5_icsd_080215_2,K2Sc2I5Br3,False,-3.463,0.1285,0.1667,,,,0.2938
Na1Sc1Zn1Br5I1_icsd_085759_1,NaScZnIBr5,False,-3.19,0.129,0.1111,,,,0.286
Li2Sc3Br8N1_icsd_412221_1,Li2Sc3Br8N,False,-4.485,0.1295,0.1429,,,,0.2904
K1Sc1Y1Cl2Br5_icsd_412517_1,KYScBr5Cl2,False,-4.171,0.1295,0.1,,,,0.2845
Li1Y1Al1F1Br6_icsd_159098_2,LiYAlBr6F,False,-3.989,0.1297,0.1,,,,0.2845
K3Sc1Br2I4_icsd_252073_1,K3Sc(I2Br)2,False,-3.189,0.1298,0.3,,,,0.3539
Li1Y3Cl6Br4_icsd_060959_1,LiY3(Br2Cl3)2,False,-4.529,0.1298,0.0714,,,,0.2805
Na1Hg1Al2Br7S1_icsd_166998_4,NaAl2HgSBr7,False,-2.994,0.1303,0.0833,,,,0.2821
Li2Y2Br6S1_icsd_027330_1,Li2Y2SBr6,False,-4.288,0.1305,0.1818,,,,0.2958
Li1Al2Br6I1_icsd_065337_2,LiAl2IBr6,False,-3.107,0.1309,0.1,,,,0.2844
K2Y1F1Br4_icsd_412955_1,K2YBr4F,False,-4.13,0.1311,0.25,,,,0.3052
Na1Sc2Cl2I5_icsd_380367_2,NaSc2I5Cl2,False,-3.644,0.1311,0.1,,,,0.2844
K1Sc2Cl2Br5_icsd_051436_2,KSc2Br5Cl2,False,-4.058,0.1314,0.1,,,,0.2844
K1Sc3Br4I6_icsd_060959_1,KSc3(I3Br2)2,False,-3.475,0.1317,0.0714,,,,0.2804
K3Y2F1Br8_icsd_412221_1,K3Y2Br8F,False,-4.055,0.1319,0.2143,,,,0.3002
K1Hf1Al1Br5P1_icsd_411443_2,KHfAlPBr5,False,-4.153,0.132,0.1111,,,,0.2859
Na1Hf1F2Br3_icsd_009710_1,NaHfBr3F2,False,-4.812,0.1322,0.1429,,,,0.2903
K2Y1Ge1Br9_icsd_180336_2,K2YGeBr9,False,-3.346,0.1328,0.1538,,,,0.2918
Na1Sc2Sn1Br11_icsd_078867_1,NaSc2SnBr11,False,-3.447,0.133,0.0667,,,,0.2796
K4Sc1Cl1Br6_icsd_079543_2,K4ScBr6Cl,False,-3.46,0.1332,0.3333,,,,0.363
K1Y1Zn1Cl1Br5_icsd_422708_1,KYZnBr5Cl,False,-3.483,0.134,0.1111,,,,0.2858
K1Sc1Cd1Br2I4_icsd_422707_2,KScCd(I2Br)2,False,-2.938,0.1341,0.1111,,,,0.2858
K1Sc1Cd1Br1I5_icsd_422708_3,KScCdI5Br,False,-2.853,0.1344,0.1111,,,,0.2857
K1Hf1F2Br3_icsd_009710_1,KHfBr3F2,False,-4.863,0.1345,0.1429,,,,0.2901
Li1Hf1Br3I2_icsd_060759_1,LiHfI2Br3,False,-3.761,0.1349,0.1429,,,,0.2901
Li4Sc1Br6I1_icsd_079543_2,Li4ScIBr6,False,-3.449,0.135,0.3333,,,,0.3629
Na1Sc1Al1F6Br1_icsd_172413_19,NaScAlBrF6,False,-5.475,0.1354,0.1,,,,0.2841
K3Hf1F1Br6_icsd_051259_2,K3HfBr6F,False,-3.906,0.1358,0.2727,,,,0.3081
Li2Hg1Al1Br7_icsd_161498_2,Li2AlHgBr7,False,-2.746,0.1362,0.1818,,,,0.2955
Na1Hf1Br3S1_icsd_411806_1,NaHfSBr3,False,-4.503,0.1362,0.1667,,,,0.2934
Li2Cd1Al1Br7_icsd_161498_2,Li2AlCdBr7,False,-2.913,0.1365,0.1818,,,,0.2954
Na1Sc1Hg1F3I3_icsd_016608_4,NaScHg(IF)3,False,-3.874,0.1369,0.1111,,,,0.2856
K1Y1F2Br2_icsd_075418_2,KY(BrF)2,False,-5.014,0.1373,0.1667,,,,0.2933
K1Sc2Y1Br7P1_icsd_166998_2,KYSc2PBr7,False,-4.433,0.1381,0.0833,,,,0.2817
Li4Y1Cl1Br6_icsd_079543_2,Li4YBr6Cl,False,-3.655,0.1384,0.3333,,,,0.3627
Li1Al1Br2I2_Mg1Hf1Cl2S2_sg63_icsd_260003_2_2,LiAl(IBr)2,False,-2.963,0.1386,0.1667,,,,0.2932
Na1Y3Cl4Br6_icsd_060959_1,NaY3(Br3Cl2)2,False,-4.371,0.1389,0.0714,,,,0.28
Na1Sc2La1F8I2_icsd_422406_2,NaLaSc2(IF4)2,False,-5.641,0.139,0.0714,,,,0.28
K2Zn1Al1Br7_icsd_076762_2,K2AlZnBr7,False,-2.917,0.1391,0.1818,,,,0.2953
K1Sc2Br5O1_icsd_412972_2,KSc2Br5O,False,-4.703,0.1392,0.1111,,,,0.2855
Na1Hf1Cl2Br3_icsd_009710_1,NaHfBr3Cl2,False,-4.09,0.1395,0.1429,,,,0.2899
Na2La1Al1Br8_icsd_201623_1,Na2LaAlBr8,False,-3.459,0.1402,0.1667,,,,0.2931
Na1Y1Hf1Br6S1_icsd_159097_19,NaYHfSBr6,False,-4.411,0.1404,0.1,,,,0.2839
K1Y1Hf1Br6S1_icsd_159097_19,KYHfSBr6,False,-4.454,0.1404,0.1,,,,0.2839
K1Y2Br5S1_icsd_412972_2,KY2SBr5,False,-4.504,0.1412,0.1111,,,,0.2854
Li1Hf2F1Br8_icsd_161850_2,LiHf2Br8F,False,-4.14,0.1417,0.0833,,,,0.2815
Na2Hf1Hg1Br8_icsd_201623_1,Na2HfHgBr8,False,-3.139,0.1417,0.1667,,,,0.2931
Li2Y1Br3S1_Li1Cd2Cl3S1_sg127_icsd_261184_1_1,Li2YSBr3,False,-4.226,0.1418,0.2857,,,,0.3096
Na1Sc2B1F8Cl2_icsd_422406_4,NaSc2B(ClF4)2,False,-5.635,0.1418,0.0714,,,,0.2798
Na1Sc2Si1Br11_icsd_081223_1,NaSc2SiBr11,False,-3.58,0.1422,0.0667,,,,0.2791
Na1Sc2Y1F8Cl2_icsd_422406_2,NaYSc2(ClF4)2,False,-5.929,0.1425,0.0714,,,,0.2798
Na1Sc3Br6I4_icsd_060959_1,NaSc3(I2Br3)2,False,-3.623,0.143,0.0714,,,,0.2798
K1Sc1Cd1Br5I1_icsd_085759_3,KScCdIBr5,False,-3.16,0.1434,0.1111,,,,0.2852
Li2Hf1Hg1Br7I1_icsd_166998_4,Li2HfHgIBr7,False,-3.207,0.1435,0.1667,,,,0.293
Na1Sc2Y1Br7P1_icsd_166998_2,NaYSc2PBr7,False,-4.385,0.144,0.0833,,,,0.2814
Na1Sc2Y1F8Br2_icsd_422406_2,NaYSc2(BrF4)2,False,-5.818,0.1442,0.0714,,,,0.2797
K1Y1Hf1Br6O1_icsd_159097_19,KYHfBr6O,False,-4.829,0.1446,0.1,,,,0.2836
Na1Sc1La1Br6I1_icsd_159097_19,NaLaScIBr6,False,-3.888,0.1446,0.1,,,,0.2836
Na2Hf2Br7P1_icsd_079478_1,Na2Hf2PBr7,False,-4.265,0.1448,0.1667,,,,0.2929
K1Sc1Cd1Cl1I5_icsd_422708_3,KScCdI5Cl,False,-2.928,0.1448,0.1111,,,,0.2852
K1Sc1Zn1Cl1Br5_icsd_422708_1,KScZnBr5Cl,False,-3.354,0.1456,0.1111,,,,0.2851
Li2Hf3Br8P2_icsd_237618_1,Li2Hf3(PBr4)2,False,-4.667,0.1456,0.1333,,,,0.2882
Na4Sc1Br1I6_icsd_079543_2,Na4ScI6Br,False,-2.947,0.1459,0.3333,,,,0.3623
Na1Hg2F4I1_icsd_092418_1,NaHg2IF4,False,-2.809,0.1464,0.125,,,,0.287
Na2Hf1Cd1Br8_icsd_201623_1,Na2HfCdBr8,False,-3.288,0.1465,0.1667,,,,0.2928
K2Y1Al1Br8_icsd_201623_1,K2YAlBr8,False,-3.552,0.147,0.1667,,,,0.2928
K1Sc2Sn1Br11_icsd_078867_1,KSc2SnBr11,False,-3.469,0.1477,0.0667,,,,0.2788
K2Hf1Cd1Br8_icsd_201623_1,K2HfCdBr8,False,-3.349,0.1478,0.1667,,,,0.2927
Na1Y3Cl2Br8_icsd_067711_1,NaY3(Br4Cl)2,False,-4.062,0.1484,0.0714,,,,0.2795
K1Sc2Ti1Br11_icsd_081223_1,KSc2TiBr11,False,-3.755,0.1484,0.0667,,,,0.2788
Li1Sc2Ge1Br11_icsd_081223_1,LiSc2GeBr11,False,-3.429,0.1487,0.0667,,,,0.2788
Na1Sc1Zn1F5Cl1_icsd_085759_1,NaScZnClF5,False,-4.929,0.1487,0.1111,,,,0.2849
Li1Sc2Hg1Br7S1_icsd_166998_4,LiSc2HgSBr7,False,-3.595,0.1489,0.0833,,,,0.2811
Li1Y3Br6I4_icsd_060959_1,LiY3(I2Br3)2,False,-3.97,0.1495,0.0714,,,,0.2794
Na2Hf1Zn1Br8_icsd_201623_1,Na2HfZnBr8,False,-3.322,0.1499,0.1667,,,,0.2926
Li1Al2Cl1Br6_icsd_161981_2,LiAl2Br6Cl,False,-3.223,0.15,0.1,,,,0.2833
Na1Sc3Br4I6_icsd_060959_1,NaSc3(I3Br2)2,False,-3.422,0.15,0.0714,,,,0.2794
Na1Y3Br7N1_icsd_152554_2,NaY3Br7N,False,-4.78,0.1501,0.0833,,,,0.281
Na1Sc1Cd1F4Br2_icsd_083588_2,NaScCd(BrF2)2,False,-4.556,0.1501,0.1111,,,,0.2849
K2Hf2Br7P1_icsd_079478_1,K2Hf2PBr7,False,-4.323,0.1501,0.1667,,,,0.2926
Li2Sc2Br5I3_icsd_080215_2,Li2Sc2I3Br5,False,-3.61,0.1505,0.1667,,,,0.2926
K1Y1Al2Br7P1_icsd_166998_2,KYAl2PBr7,False,-3.859,0.1507,0.0833,,,,0.281
Na1Hg2F4Br1_icsd_092424_1,NaHg2BrF4,False,-2.848,0.1512,0.125,,,,0.2867
K1Sc2Si1I11_icsd_081223_1,KSc2SiI11,False,-3.07,0.1512,0.0667,,,,0.2786
Na1Y2Br5O1_icsd_412972_2,NaY2Br5O,False,-4.82,0.1515,0.1111,,,,0.2848
Na1Sc3F4Br6_icsd_060959_1,NaSc3(Br3F2)2,False,-4.568,0.1517,0.0714,,,,0.2793
K1Sc1Al2Br7P1_icsd_166998_2,KScAl2PBr7,False,-3.763,0.1526,0.0833,,,,0.2809
K3Hf1Br6I1_icsd_023182_2,K3HfIBr6,False,-3.551,0.1529,0.2727,,,,0.3072
K1Sc1Hg1F1Br5_icsd_422708_3,KScHgBr5F,False,-3.355,0.153,0.1111,,,,0.2847
K1Y1Cd1Br4S1_icsd_056862_1,KYCdSBr4,False,-3.701,0.1542,0.125,,,,0.2866
K1La1Al2Cl2Br8_icsd_422406_2,KLaAl2(Br4Cl)2,False,-3.542,0.1543,0.0714,,,,0.2791
Li2Y2Hg1Br8S1_icsd_072364_1,Li2Y2HgSBr8,False,-3.704,0.1545,0.1429,,,,0.289
K1Sc1Y1Br5O1_icsd_422708_1,KYScBr5O,False,-4.807,0.1545,0.1111,,,,0.2846
Li1Y2Hg1Br7S1_icsd_166998_4,LiY2HgSBr7,False,-3.766,0.1549,0.0833,,,,0.2807
Na1Y2Hg1Br7S1_icsd_166998_4,NaY2HgSBr7,False,-3.74,0.1556,0.0833,,,,0.2807
K1Sc2Br5S1_icsd_412972_2,KSc2SBr5,False,-4.269,0.1561,0.1111,,,,0.2845
K1Sc1Hg1Br1I5_icsd_422708_3,KScHgI5Br,False,-2.672,0.1563,0.1111,,,,0.2845
Li1Y3Cl2Br8_icsd_067711_1,LiY3(Br4Cl)2,False,-4.073,0.1567,0.0714,,,,0.279
Li1Sc2Hg1Br7I2_icsd_071263_4,LiSc2HgI2Br7,False,-3.257,0.1567,0.0769,,,,0.2798
Li1Sc2Y1Br7P1_icsd_166998_2,LiYSc2PBr7,False,-4.421,0.1568,0.0833,,,,0.2806
Li1Sc2Hg2Br8P1_icsd_422132_1,LiSc2Hg2PBr8,False,-3.252,0.1569,0.0714,,,,0.279
K1Sc2I5O1_icsd_412972_2,KSc2I5O,False,-4.252,0.1572,0.1111,,,,0.2845
K1Sc1Zn1F1Br5_icsd_422708_3,KScZnBr5F,False,-3.606,0.1574,0.1111,,,,0.2845
Na1Sc1Zn1F5Br1_icsd_085759_1,NaScZnBrF5,False,-4.858,0.158,0.1111,,,,0.2844
K2Hf1Br4S1_icsd_412955_1,K2HfSBr4,False,-4.151,0.1588,0.25,,,,0.3037
K1Sc1Zn1Br4S1_icsd_056862_1,KScZnSBr4,False,-3.649,0.1595,0.125,,,,0.2863
Na1La1Al2Br8I2_icsd_408052_1,NaLaAl2(IBr4)2,False,-3.347,0.1595,0.0714,,,,0.2788
Li2Sc2Br5N1_icsd_040376_1,Li2Sc2Br5N,False,-4.594,0.1595,0.2,,,,0.2967
K1Sc1Y1Br5S1_icsd_422708_1,KYScSBr5,False,-4.389,0.1596,0.1111,,,,0.2843
K1Sc1Br2S1_icsd_002238_1,KScSBr2,False,-4.405,0.1597,0.2,,,,0.2967
K1Y1Zn1F1Br5_icsd_422708_1,KYZnBr5F,False,-3.733,0.1598,0.1111,,,,0.2843
Na1Sc1Zn1F4Br2_icsd_083588_2,NaScZn(BrF2)2,False,-4.596,0.1599,0.1111,,,,0.2843
K1Sc1Hg1Br2I4_icsd_422707_2,KScHg(I2Br)2,False,-2.753,0.16,0.1111,,,,0.2843
K1Y3Cl2Br8_icsd_067711_1,KY3(Br4Cl)2,False,-4.083,0.1603,0.0714,,,,0.2788
Li1Sc1Y2Br7P1_icsd_166998_2,LiY2ScPBr7,False,-4.489,0.1604,0.0833,,,,0.2804
K1Sc2Sn1I11_icsd_078867_1,KSc2SnI11,False,-2.965,0.1605,0.0667,,,,0.2781
Na1Sc2Zn1F7Cl2_icsd_098129_3,NaSc2ZnCl2F7,False,-5.242,0.1606,0.0769,,,,0.2795
Li1Sc3F7N1_icsd_605505_1,LiSc3NF7,False,-6.523,0.1612,0.0833,,,,0.2804
Li1Sc2La1F8Br2_icsd_422406_2,LiLaSc2(BrF4)2,False,-5.799,0.1615,0.0714,,,,0.2787
Na1Hf1Al1Br5P1_icsd_411443_2,NaHfAlPBr5,False,-4.087,0.1628,0.1111,,,,0.2842
Li1Sc1Hf1Br6S1_icsd_159097_20,LiHfScSBr6,False,-4.324,0.163,0.1,,,,0.2826
Na3Sc2F9_icsd_401828_1,Na3Sc2F9,False,-5.538,0.1635,0.2143,,,,0.2985
Na1Sc3Br2I8_icsd_067711_1,NaSc3(I4Br)2,False,-3.214,0.164,0.0714,,,,0.2786
K1W2Cd1N5_icsd_096362_1,KCdW2N5,False,-7.043,0.164,0.1111,,,,0.2841
Na1Sc1Cd1Br5I1_icsd_085758_3,NaScCdIBr5,False,-3.104,0.1654,0.1111,,,,0.284
Na1Sc2F4P1_icsd_092405_1,NaSc2PF4,False,-5.957,0.1659,0.125,,,,0.2859
Na2Hg1Al2Br8S1_icsd_422406_1,Na2Al2HgSBr8,False,-2.966,0.166,0.1429,,,,0.2884
Na2Al1F1Br4_icsd_412955_1,Na2AlBr4F,False,-3.465,0.1667,0.25,,,,0.3032
Na1Sc2F4N1_icsd_415290_2,NaSc2NF4,False,-6.422,0.1669,0.125,,,,0.2859
Li2Hf2Br7P1_icsd_079478_1,Li2Hf2PBr7,False,-4.323,0.1669,0.1667,,,,0.2917
K1Sc1Hg1Cl1I5_icsd_422708_3,KScHgI5Cl,False,-2.744,0.1676,0.1111,,,,0.2839
K1Y1Hg1F1Br5_icsd_422708_3,KYHgBr5F,False,-3.469,0.1679,0.1111,,,,0.2839
K2Hf1Zn1Br8_icsd_201623_1,K2HfZnBr8,False,-3.366,0.1682,0.1667,,,,0.2916
Na1Sc1Cd1F1Br5_icsd_422708_3,NaScCdBr5F,False,-3.513,0.1682,0.1111,,,,0.2839
Na1Hg2F4Cl1_icsd_092405_1,NaHg2ClF4,False,-2.88,0.169,0.125,,,,0.2858
Li1Hg1Al2Br7S1_icsd_166998_4,LiAl2HgSBr7,False,-2.977,0.1693,0.0833,,,,0.2799
Li2Sc1Y2Br8P1_icsd_408052_3,Li2Y2ScPBr8,False,-4.315,0.1704,0.1429,,,,0.2882
Na2Sc2F5Br3_icsd_082924_2,Na2Sc2Br3F5,False,-4.996,0.171,0.1667,,,,0.2914
Li1Sc3Br8S1_icsd_040534_1,LiSc3SBr8,False,-3.955,0.1711,0.0769,,,,0.279
Li1Y3Cl4Br6_icsd_060959_1,LiY3(Br3Cl2)2,False,-4.363,0.1713,0.0714,,,,0.2782
K2Al3Br8P1_icsd_032031_1,K2Al3PBr8,False,-3.404,0.1736,0.1429,,,,0.288
Li1Y2Ge1Br11_icsd_081223_1,LiY2GeBr11,False,-3.603,0.1741,0.0667,,,,0.2774
K1Y1Hg1Br4S1_icsd_087663_1,KYHgSBr4,False,-3.477,0.1749,0.125,,,,0.2854
Li1Sc2Y1F8Br2_icsd_422406_2,LiYSc2(BrF4)2,False,-5.824,0.1755,0.0714,,,,0.2779
Na1Sc1Zn1F5I1_icsd_085759_1,NaScZnIF5,False,-4.778,0.1758,0.1111,,,,0.2834
Li1Y2Hg1Br7I2_icsd_071263_4,LiY2HgI2Br7,False,-3.41,0.1759,0.0769,,,,0.2787
K1Hf1Hg1F1Br6_icsd_159097_14,KHfHgBr6F,False,-3.488,0.1765,0.1,,,,0.2819
K1Y1Zn1Br4S1_icsd_056862_1,KYZnSBr4,False,-3.766,0.1767,0.125,,,,0.2853
Na1Sc2Cd1F7S1_icsd_166998_4,NaSc2CdSF7,False,-5.502,0.1775,0.0833,,,,0.2795
Na1Sc2Y1F8I2_icsd_422406_2,NaYSc2(IF4)2,False,-5.674,0.1776,0.0714,,,,0.2778
K1Sc3Cl2Br8_icsd_067711_1,KSc3(Br4Cl)2,False,-3.85,0.1781,0.0714,,,,0.2778
Na1Y2Br5S1_icsd_412972_2,NaY2SBr5,False,-4.424,0.1784,0.1111,,,,0.2833
K1Y2Cl2Br5_icsd_380367_2,KY2Br5Cl2,False,-4.226,0.1785,0.1,,,,0.2818
Na1Sc2Ge1I11_icsd_081223_1,NaSc2GeI11,False,-2.928,0.1786,0.0667,,,,0.2771
Li2Sc1Br3S1_Li1Cd2Cl3S1_sg127_icsd_261184_1_1,Li2ScSBr3,False,-4.069,0.1787,0.2857,,,,0.3075
Na1Sc1Al1F6I1_icsd_172413_19,NaScAlIF6,False,-5.354,0.1789,0.1,,,,0.2817
Na4Sc1F1I6_icsd_079543_2,Na4ScI6F,False,-3.173,0.1789,0.3333,,,,0.3604
K1Sc2I5S1_icsd_412972_2,KSc2SI5,False,-3.822,0.1796,0.1111,,,,0.2832
Li2Y3Br8P1_icsd_412221_1,Li2Y3PBr8,False,-4.352,0.1797,0.1429,,,,0.2876
Li2Sc2Hg1Br8S1_icsd_072364_1,Li2Sc2HgSBr8,False,-3.541,0.1804,0.1429,,,,0.2876
K2Sc2Hg1Br8S1_icsd_072364_1,K2Sc2HgSBr8,False,-3.505,0.1804,0.1429,,,,0.2876
Na1Sc2Br5O1_icsd_412972_2,NaSc2Br5O,False,-4.627,0.1812,0.1111,,,,0.2831
Li1Sc2Si1I11_icsd_081223_1,LiSc2SiI11,False,-2.982,0.1812,0.0667,,,,0.277
Na1Sc1Cd1Br1I5_icsd_422708_3,NaScCdI5Br,False,-2.771,0.1819,0.1111,,,,0.2831
Na2Sc2F6S1_icsd_050048_1,Na2Sc2SF6,False,-5.647,0.1819,0.1818,,,,0.2929
K1Y2Cl5Br2_icsd_085630_2,KY2Br2Cl5,False,-4.44,0.1822,0.1,,,,0.2815
K4Sc1Br1I6_icsd_079543_2,K4ScI6Br,False,-2.989,0.1822,0.3333,,,,0.3602
Li1Sc1Zn1Br5I1_icsd_085759_1,LiScZnIBr5,False,-3.198,0.183,0.1111,,,,0.283
K2Y1Sn1Br9_icsd_180336_1,K2YSnBr9,False,-3.276,0.1842,0.1538,,,,0.2889
K2Y3Br8P1_icsd_085291_1,K2Y3PBr8,False,-4.326,0.186,0.1429,,,,0.2873
Na1Sc2Br5S1_icsd_412972_2,NaSc2SBr5,False,-4.195,0.1871,0.1111,,,,0.2828
Li2Sc1Sn1Br9_icsd_180336_1,Li2ScSnBr9,False,-3.223,0.1873,0.1538,,,,0.2887
K2Sc1La1I8_icsd_201623_1,K2LaScI8,False,-3.342,0.1886,0.1667,,,,0.2904
K1Y3Br4I6_icsd_060959_1,KY3(I3Br2)2,False,-3.837,0.1897,0.0714,,,,0.2772
Li2Sc3Br9S1_icsd_202666_1,Li2Sc3SBr9,False,-4.053,0.19,0.1333,,,,0.2857
Li1Sc3Br6I4_icsd_060959_1,LiSc3(I2Br3)2,False,-3.632,0.1913,0.0714,,,,0.2771
K1Cd1Al1Cl1Br5_icsd_422708_3,KAlCdBr5Cl,False,-2.857,0.1916,0.1111,,,,0.2826
Na1Al3Br8S1_icsd_409286_2,NaAl3SBr8,False,-3.173,0.1916,0.0769,,,,0.2778
Li3Hf1Cl2Br5_icsd_016275_1,Li3HfBr5Cl2,False,-3.776,0.1931,0.2727,,,,0.3049
Na1Sc2Cd1F7Cl2_icsd_071263_3,NaSc2CdCl2F7,False,-5.169,0.1932,0.0769,,,,0.2777
Na1Sc2Hg1Br7S1_icsd_166998_4,NaSc2HgSBr7,False,-3.515,0.1937,0.0833,,,,0.2786
Na1Y2Cl2Br5_icsd_380367_2,NaY2Br5Cl2,False,-4.172,0.1939,0.1,,,,0.2809
Na1Y2Hg1Br7I2_icsd_071263_4,NaY2HgI2Br7,False,-3.371,0.1941,0.0769,,,,0.2777
Na1Sc1La1I7_icsd_024423_1,NaLaScI7,False,-3.448,0.1952,0.1,,,,0.2808
Na1Sc1Y1Br5S1_icsd_422708_1,NaYScSBr5,False,-4.312,0.1954,0.1111,,,,0.2824
Na1Sc1Hg1F5I1_icsd_094743_23,NaScHgIF5,False,-4.451,0.1962,0.1111,,,,0.2823
Li1Sc3I8S1_icsd_040534_2,LiSc3SI8,False,-3.522,0.1964,0.0769,,,,0.2775
K1Hg1Al1Cl1Br5_icsd_422708_3,KAlHgBr5Cl,False,-2.647,0.1964,0.1111,,,,0.2823
Li1Sc2Br3S2_icsd_413938_1,LiSc2S2Br3,False,-4.748,0.1967,0.125,,,,0.2842
K2Hg1Al2Br8S1_icsd_422406_1,K2Al2HgSBr8,False,-2.975,0.1973,0.1429,,,,0.2867
K2Sc1Sn1Br9_icsd_180336_1,K2ScSnBr9,False,-3.18,0.1975,0.1538,,,,0.2882
Na1Sc1Zn1F1Br5_icsd_422708_1,NaScZnBr5F,False,-3.533,0.1977,0.1111,,,,0.2822
K1Y2Br5I2_icsd_380367_2,KY2I2Br5,False,-3.915,0.1991,0.1,,,,0.2806
Na1Sc1Hg1F1Br5_icsd_422708_3,NaScHgBr5F,False,-3.277,0.1993,0.1111,,,,0.2821
Na1Sc2F5S1_icsd_411087_1,NaSc2SF5,False,-5.918,0.2002,0.1111,,,,0.2821
Na2Sc2Br5I3_icsd_080215_2,Na2Sc2I3Br5,False,-3.465,0.201,0.1667,,,,0.2898
Li1Y2Hg2Br8P1_icsd_422132_1,LiY2Hg2PBr8,False,-3.415,0.201,0.0714,,,,0.2765
Na1Sc1Hg1Br1I5_icsd_422708_3,NaScHgI5Br,False,-2.592,0.2011,0.1111,,,,0.282
K2Sc1Al1Br8_icsd_201623_1,K2ScAlBr8,False,-3.408,0.2015,0.1667,,,,0.2897
Na1Sc2I5O1_icsd_412972_2,NaSc2I5O,False,-4.171,0.2016,0.1111,,,,0.282
K1Hf1Hg1Br5O1_icsd_411443_2,KHfHgBr5O,False,-3.908,0.2019,0.1111,,,,0.282
Li2Hf3Ge1N6_icsd_069189_1,Li2Hf3GeN6,False,-7.946,0.2022,0.1667,,,,0.2897
Na2Y3Br9S1_icsd_202666_1,Na2Y3SBr9,False,-4.171,0.2025,0.1333,,,,0.285
Li1Sc3F4Br6_icsd_060959_1,LiSc3(Br3F2)2,False,-4.564,0.2026,0.0714,,,,0.2764
Li1Sc2Br4P1_icsd_000484_1,LiSc2PBr4,False,-4.443,0.2031,0.125,,,,0.2839
Na1Sc1Hg1F5Br1_icsd_094743_23,NaScHgBrF5,False,-4.481,0.2051,0.1111,,,,0.2818
K2Y3Br8N1_icsd_085291_1,K2Y3Br8N,False,-4.52,0.2056,0.1429,,,,0.2862
Li1Y2Si1Br11_icsd_081223_1,LiY2SiBr11,False,-3.691,0.2059,0.0667,,,,0.2756
Li1Y2Cl1Br6_icsd_079353_2,LiY2Br6Cl,False,-4.114,0.2062,0.1,,,,0.2802
K2Al3Br9O1_icsd_018098_1,K2Al3Br9O,False,-3.566,0.2069,0.1333,,,,0.2848
Na1Sc1Cd1F5Cl1_icsd_420040_23,NaScCdClF5,False,-4.802,0.208,0.1111,,,,0.2817
Li2Y3Br9S1_icsd_202666_1,Li2Y3SBr9,False,-4.225,0.2085,0.1333,,,,0.2847
Na1Sc2Hg1F7S1_icsd_166998_4,NaSc2HgSF7,False,-5.335,0.2089,0.0833,,,,0.2777
Li1Y1Cd1Cl1Br5_icsd_422708_1,LiYCdBr5Cl,False,-3.376,0.2095,0.1111,,,,0.2816
Na1Sc1Cd1F5Br1_icsd_420040_23,NaScCdBrF5,False,-4.743,0.2095,0.1111,,,,0.2816
K2Sc2Y1Br8P1_icsd_072364_3,K2YSc2PBr8,False,-4.178,0.2109,0.1429,,,,0.2859
Li1Y2Br5O1_icsd_412972_2,LiY2Br5O,False,-4.809,0.212,0.1111,,,,0.2814
Li3Hf2Br9S1_icsd_202666_1,Li3Hf2SBr9,False,-4.054,0.2125,0.2,,,,0.2938
Na1Sc2Zn1F7Br2_icsd_098129_3,NaSc2ZnBr2F7,False,-5.103,0.2142,0.0769,,,,0.2766
Li1Sc3Cl2Br8_icsd_067711_1,LiSc3(Br4Cl)2,False,-3.781,0.2147,0.0714,,,,0.2758
Li1Sc2Br2I5_icsd_380367_2,LiSc2I5Br2,False,-3.398,0.2153,0.1,,,,0.2797
Na1Sc1Cd1F5I1_icsd_094743_23,NaScCdIF5,False,-4.675,0.2155,0.1111,,,,0.2812
