id,reduced_comp,in_icsd,full_energyperatom,sc_decomp_energy,cond_ion_frac,oxidation,reduction,stability_window,reward
Li3Hf1Hg1Br9_icsd_010384_2,Li3HfHgBr9,False,-3.289,0.0856,0.2143,,,,0.3028
Li2Sc1Hg1Br7_icsd_161498_2,Li2ScHgBr7,False,-3.131,0.0856,0.1818,,,,0.2983
Li2Sc1Hf1Br9_icsd_180336_1,Li2HfScBr9,False,-3.915,0.0857,0.1538,,,,0.2944
K2Sc1Zn1Br7_icsd_076762_1,K2ScZnBr7,False,-3.297,0.0858,0.1818,,,,0.2983
Li3Y2Br8I1_icsd_412221_1,Li3Y2IBr8,False,-3.865,0.0858,0.2143,,,,0.3028
Li1Y1F2Br2_Mg1Hf1Cl2S2_sg63_icsd_260003_2_4,LiY(BrF)2,False,-5.107,0.0858,0.1667,,,,0.2962
Na1Hf1Br3I2_icsd_060759_1,NaHfI2Br3,False,-3.725,0.086,0.1429,,,,0.2928
Na1Sc1F3Br1_icsd_422802_1,NaScBrF3,False,-5.336,0.086,0.1667,,,,0.2961
K1Y1Zn1Br4I2_icsd_083588_1,KYZn(IBr2)2,False,-3.324,0.0861,0.1111,,,,0.2884
K3Hf1Cl1Br6_icsd_051259_2,K3HfBr6Cl,False,-3.741,0.0863,0.2727,,,,0.3109
Na3Sc2I9_icsd_401828_1,Na3Sc2I9,False,-3.169,0.0863,0.2143,,,,0.3027
K1Y3Br8I2_icsd_067711_1,KY3(IBr4)2,False,-3.973,0.0864,0.0714,,,,0.2829
Li1Sc2Cd1Br7I2_icsd_071263_3,LiSc2CdI2Br7,False,-3.453,0.0868,0.0769,,,,0.2836
Li3Hf1Br6I1_icsd_170764_2,Li3HfIBr6,False,-3.684,0.0871,0.2727,,,,0.3108
Na1Hf1Br4I1_icsd_414154_3,NaHfIBr4,False,-3.804,0.0872,0.1429,,,,0.2928
K1Hf1Br3I2_icsd_060759_1,KHfI2Br3,False,-3.777,0.0874,0.1429,,,,0.2928
K1Sc1Cd1Br3I3_icsd_171662_1,KScCd(IBr)3,False,-3.069,0.0877,0.1111,,,,0.2883
K3Sc2Br8I1_icsd_412221_1,K3Sc2IBr8,False,-3.664,0.0877,0.2143,,,,0.3027
Na1Sc2Al1F8Br2_icsd_422132_1,NaSc2Al(BrF4)2,False,-5.577,0.0884,0.0714,,,,0.2828
Na1Sc1Cd1Br4I2_icsd_083588_2,NaScCd(IBr2)2,False,-3.119,0.0884,0.1111,,,,0.2883
K1Y1La1Br6I1_icsd_159097_19,KLaYIBr6,False,-4.047,0.0886,0.1,,,,0.2867
Na1Hf1Zn1Cl1Br6_icsd_159098_20,NaHfZnBr6Cl,False,-3.504,0.0886,0.1,,,,0.2867
K3Y1Hg1Br8_icsd_069143_2,K3YHgBr8,False,-3.174,0.0888,0.2308,,,,0.3049
K1Sc1Zn1Br4I2_icsd_083588_1,KScZn(IBr2)2,False,-3.202,0.0888,0.1111,,,,0.2883
K1Y3Br6O2_icsd_412467_1,KY3(Br3O)2,False,-5.387,0.0888,0.0833,,,,0.2844
Na1Y1Al1Br7_icsd_024423_1,NaYAlBr7,False,-3.65,0.089,0.1,,,,0.2867
K1Al2Br6I1_icsd_028267_2,KAl2IBr6,False,-3.138,0.0891,0.1,,,,0.2867
K1Sc2Ti1I11_icsd_081223_1,KSc2TiI11,False,-3.271,0.0892,0.0667,,,,0.2821
Li1Y3Br8I2_icsd_067711_1,LiY3(IBr4)2,False,-3.961,0.0895,0.0714,,,,0.2827
K3Sc2Br1I8_icsd_412221_1,K3Sc2I8Br,False,-3.283,0.0896,0.2143,,,,0.3026
Li1Cd1Al1Br6_icsd_165986_5,LiAlCdBr6,False,-2.895,0.0897,0.1111,,,,0.2882
K1Y2Ge1Br11_icsd_067512_1,KY2GeBr11,False,-3.7,0.0897,0.0667,,,,0.2821
Na2Sc1Zn1Br7_icsd_093723_2,Na2ScZnBr7,False,-3.241,0.0903,0.1818,,,,0.298
K2Sc2Br5I3_icsd_080215_2,K2Sc2I3Br5,False,-3.628,0.0905,0.1667,,,,0.2959
Li2Y1Cl2Br3_icsd_023344_1,Li2YBr3Cl2,False,-4.022,0.0905,0.25,,,,0.3075
Na2Sc1F2Br3_icsd_200497_1,Na2ScBr3F2,False,-4.36,0.0906,0.25,,,,0.3075
Li1Hf1Cl3Br2_icsd_060759_1,LiHfBr2Cl3,False,-4.321,0.0907,0.1429,,,,0.2926
Na3Sc2F1Br8_icsd_412221_1,Na3Sc2Br8F,False,-3.884,0.0908,0.2143,,,,0.3025
Li1Hf2Cl1Br8_icsd_161850_2,LiHf2Br8Cl,False,-4.031,0.0911,0.0833,,,,0.2843
K1Y2La1Cl2Br8_icsd_408052_1,KLaY2(Br4Cl)2,False,-4.29,0.0915,0.0714,,,,0.2826
K1Y2Si1Br11_icsd_067512_1,KY2SiBr11,False,-3.818,0.0915,0.0667,,,,0.282
K2Y1Br4I1_icsd_202983_1,K2YIBr4,False,-3.678,0.0918,0.25,,,,0.3074
K1Sc1Y1Br1I6_icsd_159098_19,KYScI6Br,False,-3.617,0.0921,0.1,,,,0.2866
Li1Y1Hf1Br6S1_icsd_159097_19,LiYHfSBr6,False,-4.499,0.0925,0.1,,,,0.2865
K3Sc1Cd1Br8_icsd_069143_2,K3ScCdBr8,False,-3.228,0.0925,0.2308,,,,0.3047
Li1Sc1Zn1I6_icsd_164941_1,LiScZnI6,False,-2.887,0.0931,0.1111,,,,0.288
Li1Y1Cd1Br5I1_icsd_085759_1,LiYCdIBr5,False,-3.345,0.0931,0.1111,,,,0.288
K1Hf2Br6I3_icsd_001626_1,KHf2(IBr2)3,False,-3.882,0.0934,0.0833,,,,0.2842
Na1Hf1Hg1Br6I1_icsd_159098_23,NaHfHgIBr6,False,-3.157,0.0935,0.1,,,,0.2865
Li3Hg1Al1Br8_icsd_040534_1,Li3AlHgBr8,False,-2.859,0.0942,0.2308,,,,0.3046
Na1Sc2Zn1F9_icsd_281502_1,NaSc2ZnF9,False,-5.583,0.0943,0.0769,,,,0.2832
Na3Sc2Br9_icsd_401828_1,Na3Sc2Br9,False,-3.656,0.0943,0.2143,,,,0.3023
K1Y1Al1F1Br6_icsd_159097_19,KYAlBr6F,False,-4.029,0.0944,0.1,,,,0.2864
Na3Sc2Br8I1_icsd_412221_1,Na3Sc2IBr8,False,-3.601,0.0944,0.2143,,,,0.3023
Na1Sc1Y1F6I1_icsd_172413_19,NaYScIF6,False,-5.854,0.0945,0.1,,,,0.2864
K1La1Al1Br7_icsd_201526_1,KLaAlBr7,False,-3.621,0.0946,0.1,,,,0.2864
K1Y1Al1Cl1Br6_icsd_159097_19,KYAlBr6Cl,False,-3.76,0.0946,0.1,,,,0.2864
Na1Sc1Zn1Br4I2_icsd_083588_1,NaScZn(IBr2)2,False,-3.162,0.0948,0.1111,,,,0.2879
K1Sc1F2Br2_icsd_075418_2,KSc(BrF)2,False,-4.853,0.0948,0.1667,,,,0.2957
Na2Sc1F3I2_icsd_200221_1,Na2ScI2F3,False,-4.548,0.095,0.25,,,,0.3072
Na1Y3Cl6Br4_icsd_060959_1,NaY3(Br2Cl3)2,False,-4.529,0.0951,0.0714,,,,0.2824
K1Cd1Al1Br5I1_icsd_085758_3,KAlCdIBr5,False,-2.809,0.0951,0.1111,,,,0.2879
K4Y1Br7_icsd_603686_1,K4YBr7,False,-3.533,0.0953,0.3333,,,,0.3651
Li2Sc1Br2I3_icsd_159464_1,Li2ScI3Br2,False,-3.418,0.0955,0.25,,,,0.3072
K1Y2Cd1Br7I2_icsd_071263_3,KY2CdI2Br7,False,-3.615,0.0957,0.0769,,,,0.2831
K1Sc1Zn1Br1I5_icsd_085758_1,KScZnI5Br,False,-2.941,0.0958,0.1111,,,,0.2879
Na1Sc3F6Cl4_icsd_060959_1,NaSc3(Cl2F3)2,False,-5.541,0.0959,0.0714,,,,0.2824
K1Sc1Al1I7_icsd_060952_2,KScAlI7,False,-3.05,0.0963,0.1,,,,0.2863
K1Sc1Hg1Br5I1_icsd_085758_3,KScHgIBr5,False,-3.025,0.0963,0.1111,,,,0.2879
Li3Hf1Zn1Br9_icsd_010384_2,Li3HfZnBr9,False,-3.443,0.0965,0.2143,,,,0.3022
Na2Sc1Zn2F9_icsd_075583_1,Na2ScZn2F9,False,-4.782,0.0966,0.1429,,,,0.2923
K1Zn1Al1Br6_icsd_088790_1,KAlZnBr6,False,-2.919,0.0969,0.1111,,,,0.2878
K1Hf1Cl2Br3_icsd_009710_1,KHfBr3Cl2,False,-4.186,0.0969,0.1429,,,,0.2922
Na1Y3Br7P1_icsd_417803_2,NaY3PBr7,False,-4.584,0.097,0.0833,,,,0.284
Na1Hf1Cd1Cl1Br6_icsd_159098_20,NaHfCdBr6Cl,False,-3.462,0.097,0.1,,,,0.2863
K1Sc1Zn1Br5I1_icsd_085759_1,KScZnIBr5,False,-3.256,0.097,0.1111,,,,0.2878
K2Y1Si1Br9_icsd_180336_2,K2YSiBr9,False,-3.52,0.0971,0.1538,,,,0.2938
Na1Hf1Cd1F1Br6_icsd_159098_20,NaHfCdBr6F,False,-3.712,0.0972,0.1,,,,0.2863
Li1Sc1Hg1Br5I1_icsd_420040_20,LiScHgIBr5,False,-3.052,0.0973,0.1111,,,,0.2878
K2Sc1Zn1I7_icsd_076762_1,K2ScZnI7,False,-2.833,0.0975,0.1818,,,,0.2976
Na2Zn1Al1Br7_icsd_093723_1,Na2AlZnBr7,False,-2.908,0.0977,0.1818,,,,0.2976
K3Sc1Br1I5_icsd_038067_1,K3ScI5Br,False,-3.146,0.0979,0.3,,,,0.3557
K1Sc3Br8I2_icsd_067711_1,KSc3(IBr4)2,False,-3.654,0.098,0.0714,,,,0.2823
K1Sc1Al1Br5I2_icsd_086200_1,KScAlI2Br5,False,-3.422,0.098,0.1,,,,0.2862
Na1Y2Ge1Br11_icsd_081223_1,NaY2GeBr11,False,-3.661,0.0981,0.0667,,,,0.2816
Li1Y2Ti1Br11_icsd_081223_1,LiY2TiBr11,False,-3.943,0.0984,0.0667,,,,0.2816
Na3Sc2Br1I8_icsd_412221_1,Na3Sc2I8Br,False,-3.212,0.0985,0.2143,,,,0.3021
Na1Sc2F4Br3_icsd_063489_1,NaSc2Br3F4,False,-5.155,0.0987,0.1,,,,0.2862
Na1Sc1Al1F6Cl1_icsd_159097_19,NaScAlClF6,False,-5.58,0.099,0.1,,,,0.2862
K2Hf1Al1Br9_icsd_180336_1,K2HfAlBr9,False,-3.602,0.099,0.1538,,,,0.2936
Na3Hg1Al1Br8_icsd_069143_2,Na3AlHgBr8,False,-2.751,0.099,0.2308,,,,0.3043
Li1Y1Al1Cl1Br6_icsd_159097_19,LiYAlBr6Cl,False,-3.753,0.0992,0.1,,,,0.2862
Li2Y1F1Br4_icsd_000484_1,Li2YBr4F,False,-4.221,0.0992,0.25,,,,0.307
Na2Hg1Al1Br7_icsd_093723_1,Na2AlHgBr7,False,-2.701,0.0992,0.1818,,,,0.2975
Na1Sc1Hg1Br4I2_icsd_083588_2,NaScHg(IBr2)2,False,-2.949,0.0993,0.1111,,,,0.2877
Na1Zn1Al1Br6_icsd_152300_3,NaAlZnBr6,False,-2.884,0.0993,0.1111,,,,0.2877
Na1Sc2Hg1Br7I2_icsd_071263_3,NaSc2HgI2Br7,False,-3.285,0.0994,0.0769,,,,0.2829
Li1Sc1Y1Br6I1_icsd_159098_19,LiYScIBr6,False,-3.986,0.0996,0.1,,,,0.2861
K1Y1Cd1Cl1Br5_icsd_422708_1,KYCdBr5Cl,False,-3.466,0.1,0.1111,,,,0.2877
K1Sc2Br2I5_icsd_051436_2,KSc2I5Br2,False,-3.544,0.1006,0.1,,,,0.2861
K3Y1Al1Br9_icsd_039809_2,K3YAlBr9,False,-3.525,0.1006,0.2143,,,,0.3019
Na1Sc1Y1Br6I1_icsd_159098_19,NaYScIBr6,False,-3.935,0.1006,0.1,,,,0.2861
K3Sc2Cl1Br8_icsd_412221_1,K3Sc2Br8Cl,False,-3.755,0.1007,0.2143,,,,0.3019
K3Y1Zn1Br8_icsd_069143_1,K3YZnBr8,False,-3.337,0.1008,0.2308,,,,0.3042
K3Sc2Cl1I8_icsd_412221_1,K3Sc2I8Cl,False,-3.324,0.1011,0.2143,,,,0.3019
Na1Al2Ge1Br11_icsd_078867_1,NaAl2GeBr11,False,-3.035,0.1014,0.0667,,,,0.2814
K1Zn1Al1Br5I1_icsd_085758_3,KAlZnIBr5,False,-2.852,0.1017,0.1111,,,,0.2876
K4Hf1Br7I1_icsd_421546_2,K4HfIBr7,False,-3.518,0.1018,0.3077,,,,0.3576
K1Sc1La1I7_icsd_024423_1,KLaScI7,False,-3.492,0.1018,0.1,,,,0.286
K2Cd1Al1Br7_icsd_400729_1,K2AlCdBr7,False,-2.91,0.1023,0.1818,,,,0.2973
Li1Sc2Sn1I11_icsd_078867_1,LiSc2SnI11,False,-2.965,0.1025,0.0667,,,,0.2813
Na3Zn1Al1Br8_icsd_069143_2,Na3AlZnBr8,False,-2.918,0.1032,0.2308,,,,0.3041
Li2Sc3Br8P1_icsd_412221_1,Li2Sc3PBr8,False,-4.245,0.1032,0.1429,,,,0.2919
K3La1Al1Br9_icsd_039809_2,K3LaAlBr9,False,-3.465,0.1036,0.2143,,,,0.3018
Li3Sc2Cl1Br8_icsd_412221_1,Li3Sc2Br8Cl,False,-3.815,0.1037,0.2143,,,,0.3018
Na3Al2F1Br8_icsd_412221_1,Na3Al2Br8F,False,-3.369,0.1038,0.2143,,,,0.3018
Na3Cd1Al1Br8_icsd_069143_2,Na3AlCdBr8,False,-2.886,0.104,0.2308,,,,0.3041
Li1Y2Br6I1_icsd_079353_2,LiY2IBr6,False,-4.071,0.104,0.1,,,,0.2859
Li1Al1Cl1Br3_icsd_241140_3,LiAlBr3Cl,False,-3.36,0.1043,0.1667,,,,0.2951
Li1Sc1B1Br7_icsd_085712_1,LiScBBr7,False,-3.635,0.1047,0.1,,,,0.2858
Na3Sc2Cl1I8_icsd_412221_1,Na3Sc2I8Cl,False,-3.26,0.1048,0.2143,,,,0.3017
Li2Y1Zr1Br9_icsd_180336_2,Li2YZrBr9,False,-3.851,0.1052,0.1538,,,,0.2933
Na2Sc1Zn1I7_icsd_093723_2,Na2ScZnI7,False,-2.773,0.1052,0.1818,,,,0.2972
K2Sc1Zn2Br8I1_icsd_422406_3,K2ScZn2IBr8,False,-3.033,0.1052,0.1429,,,,0.2918
Li1Hf1Zn1Cl1Br6_icsd_159098_20,LiHfZnBr6Cl,False,-3.55,0.1053,0.1,,,,0.2858
K1Y1Cd1Br5I1_icsd_085759_1,KYCdIBr5,False,-3.317,0.1057,0.1111,,,,0.2873
Li1Y2Sn1Br11_icsd_081223_1,LiY2SnBr11,False,-3.649,0.1057,0.0667,,,,0.2812
Na1Sc1La1F7_icsd_245783_2,NaLaScF7,False,-6.115,0.1057,0.1,,,,0.2858
Li2Y1Zn1Br7_icsd_093723_2,Li2YZnBr7,False,-3.408,0.1057,0.1818,,,,0.2972
Li3Sc2Br9_icsd_401828_1,Li3Sc2Br9,False,-3.755,0.1058,0.2143,,,,0.3017
K3Sc1Cl1Br5_icsd_038067_1,K3ScBr5Cl,False,-3.579,0.1059,0.3,,,,0.3552
Li1Sc1Al1Br5I2_icsd_086200_1,LiScAlI2Br5,False,-3.433,0.106,0.1,,,,0.2858
Na1La1Al1Br7_icsd_201526_1,NaLaAlBr7,False,-3.58,0.1062,0.1,,,,0.2858
Na1Hf2Br6I3_icsd_001626_1,NaHf2(IBr2)3,False,-3.838,0.1065,0.0833,,,,0.2834
K3Al2F1Br8_icsd_412221_1,K3Al2Br8F,False,-3.416,0.1066,0.2143,,,,0.3016
Li1Sc1Br2S1_icsd_413289_3,LiScSBr2,False,-4.513,0.1066,0.2,,,,0.2996
K1Y1Br2O1_icsd_193711_3,KYBr2O,False,-5.289,0.1066,0.2,,,,0.2996
Li3Sc2Br8I1_icsd_412221_1,Li3Sc2IBr8,False,-3.703,0.1068,0.2143,,,,0.3016
K2Sc1Zn2Br9_icsd_075583_1,K2ScZn2Br9,False,-3.071,0.1072,0.1429,,,,0.2917
K3Y1Cd1Br8_icsd_069143_2,K3YCdBr8,False,-3.296,0.1072,0.2308,,,,0.3039
Li1Y1Br2S1_icsd_413290_1,LiYSBr2,False,-4.68,0.1074,0.2,,,,0.2996
K1Y2Hg1Br7I2_icsd_071263_3,KY2HgI2Br7,False,-3.493,0.1075,0.0769,,,,0.2825
K2Hf1Br5I1_icsd_201603_1,K2HfIBr5,False,-3.706,0.1075,0.2222,,,,0.3027
Na1Sc1Y1Br1I6_icsd_159098_19,NaYScI6Br,False,-3.569,0.1077,0.1,,,,0.2857
K1Sc2Hf1I11_icsd_081223_1,KHfSc2I11,False,-3.485,0.108,0.0667,,,,0.281
K1Y1Zn1Br5I1_icsd_085759_1,KYZnIBr5,False,-3.364,0.1084,0.1111,,,,0.2872
Na1Y2Ti1Br11_icsd_081223_1,NaY2TiBr11,False,-3.915,0.1084,0.0667,,,,0.281
K1Sc1La1Br1I6_icsd_159097_19,KLaScI6Br,False,-3.562,0.1085,0.1,,,,0.2856
K1Sc2Hg1Br7I2_icsd_071263_3,KSc2HgI2Br7,False,-3.318,0.1087,0.0769,,,,0.2824
Li1Y1Zn1Br5I1_icsd_085759_1,LiYZnIBr5,False,-3.379,0.1087,0.1111,,,,0.2872
Li3Zn1Al1Br8_icsd_040534_1,Li3AlZnBr8,False,-3.023,0.1088,0.2308,,,,0.3038
Li1Zr1Al2Br11_icsd_081223_1,LiZrAl2Br11,False,-3.347,0.1091,0.0667,,,,0.281
K2Y1F2Br3_icsd_200497_1,K2YBr3F2,False,-4.538,0.1092,0.25,,,,0.3064
Li2Sc1Y1Br7I1_icsd_166998_5,Li2YScIBr7,False,-3.864,0.1094,0.1667,,,,0.2948
K1Al1F1Br3_icsd_010470_3,KAlBr3F,False,-3.755,0.1095,0.1667,,,,0.2948
K1Sc1Cd1Cl1Br5_icsd_422708_3,KScCdBr5Cl,False,-3.339,0.1096,0.1111,,,,0.2871
Na1Al1F1Br3_icsd_010470_3,NaAlBr3F,False,-3.713,0.1102,0.1667,,,,0.2948
Na3Hf1Hg1Br9_icsd_010384_2,Na3HfHgBr9,False,-3.148,0.1103,0.2143,,,,0.3014
K2Hg1Al1Br7_icsd_400729_1,K2AlHgBr7,False,-2.735,0.1103,0.1818,,,,0.2969
Li2La2Ge1N4_icsd_090119_2,Li2La2GeN4,False,-6.258,0.1106,0.2222,,,,0.3025
K1Al2Ge1Br11_icsd_078867_1,KAl2GeBr11,False,-3.043,0.1107,0.0667,,,,0.2809
K3Sc1Al1I9_icsd_039809_2,K3ScAlI9,False,-2.965,0.1109,0.2143,,,,0.3014
Na1Sc2Al1F8I2_icsd_422132_1,NaSc2Al(IF4)2,False,-5.443,0.111,0.0714,,,,0.2815
K1Y2Br5O1_icsd_412972_2,KY2Br5O,False,-4.902,0.1112,0.1111,,,,0.287
K2Y1Hf1Br9_icsd_180336_2,K2YHfBr9,False,-3.955,0.1113,0.1538,,,,0.293
Li3Sc2I9_icsd_401828_1,Li3Sc2I9,False,-3.261,0.1113,0.2143,,,,0.3014
Li1Hf2Br6I3_icsd_001626_1,LiHf2(IBr2)3,False,-3.878,0.1117,0.0833,,,,0.2831
Na2Sc1La1F8_icsd_201623_1,Na2LaScF8,False,-5.804,0.1117,0.1667,,,,0.2947
Na1Y2La1Br8I2_icsd_408052_1,NaLaY2(IBr4)2,False,-4.069,0.1121,0.0714,,,,0.2815
K1Cd3F1I6_icsd_095538_1,KCd3I6F,False,-2.3,0.1122,0.0909,,,,0.2842
K2Sc1Br3S1_icsd_056746_1,K2ScSBr3,False,-4.044,0.1122,0.2857,,,,0.3112
Li2Hf1Al1Br7I2_icsd_071263_3,Li2HfAlI2Br7,False,-3.526,0.1124,0.1538,,,,0.2929
Na2Sc1Br3I2_icsd_159464_1,Na2ScI2Br3,False,-3.365,0.1125,0.25,,,,0.3063
Na2Sc1Cd2F9_icsd_075583_1,Na2ScCd2F9,False,-4.661,0.1126,0.1429,,,,0.2914
Li2Hf1Br5I1_icsd_290265_1,Li2HfIBr5,False,-3.752,0.1127,0.2222,,,,0.3024
Na1Y1Al1Cl1Br6_icsd_159097_19,NaYAlBr6Cl,False,-3.708,0.1128,0.1,,,,0.2854
Li2Y1Hf1Br9_icsd_180336_2,Li2YHfBr9,False,-3.968,0.113,0.1538,,,,0.2929
Na2Sc1F2I3_icsd_200497_1,Na2ScI3F2,False,-4.049,0.1132,0.25,,,,0.3062
K2Sc1Zn2Br1I8_icsd_408052_4,K2ScZn2I8Br,False,-2.684,0.1132,0.1429,,,,0.2913
K1Sc1F2I2_icsd_300133_1,KSc(IF)2,False,-4.583,0.1132,0.1667,,,,0.2946
K2Y2Br5I3_icsd_080215_2,K2Y2I3Br5,False,-3.789,0.1133,0.1667,,,,0.2946
K1Y1Hg1Br4I2_icsd_083588_1,KYHg(IBr2)2,False,-3.088,0.1136,0.1111,,,,0.2869
K1Sc1Hg2Br7I1_icsd_166998_2,KScHg2IBr7,False,-2.643,0.1136,0.0833,,,,0.283
Na1Y2Sn1Br11_icsd_081223_1,NaY2SnBr11,False,-3.623,0.1137,0.0667,,,,0.2807
K1Hf1Cd1F1Br6_icsd_159097_20,KHfCdBr6F,False,-3.731,0.1137,0.1,,,,0.2853
K2Al3Br9S1_icsd_018098_1,K2Al3SBr9,False,-3.385,0.1139,0.1333,,,,0.29
Na1Sc1F3I1_icsd_422802_1,NaScIF3,False,-5.179,0.114,0.1667,,,,0.2946
K1Y3Cl4Br6_icsd_060959_1,KY3(Br3Cl2)2,False,-4.426,0.1141,0.0714,,,,0.2814
K2Sc1Zr1Br9_icsd_180336_1,K2ZrScBr9,False,-3.742,0.1142,0.1538,,,,0.2928
Li3Hf2Br9O1_icsd_202666_1,Li3Hf2Br9O,False,-4.405,0.1143,0.2,,,,0.2992
K3Y1Cl1Br5_icsd_038067_1,K3YBr5Cl,False,-3.677,0.1145,0.3,,,,0.3548
Na1Sc3Br8S1_icsd_040534_1,NaSc3SBr8,False,-4.04,0.1146,0.0769,,,,0.2821
Na3Hf1F1Br6_icsd_419367_2,Na3HfBr6F,False,-3.855,0.1147,0.2727,,,,0.3093
Li1Y2Br3S2_icsd_413938_1,LiY2S2Br3,False,-5.038,0.1151,0.125,,,,0.2887
K1Sc2Ge1Br11_icsd_067512_1,KSc2GeBr11,False,-3.524,0.1151,0.0667,,,,0.2806
K2Al1F1Br4_icsd_411626_1,K2AlBr4F,False,-3.567,0.1151,0.25,,,,0.3061
Na1Sc2La1F8Br2_icsd_422406_2,NaLaSc2(BrF4)2,False,-5.778,0.1153,0.0714,,,,0.2813
K2Sc1Y1Br8_icsd_201623_1,K2YScBr8,False,-3.883,0.1155,0.1667,,,,0.2945
Li1Zn1Al1Br6_icsd_164941_2,LiAlZnBr6,False,-2.919,0.1156,0.1111,,,,0.2868
K1Sc2Si1Br11_icsd_067512_1,KSc2SiBr11,False,-3.643,0.1159,0.0667,,,,0.2806
Na1Sc3Cl1I9_icsd_018100_2,NaSc3I9Cl,False,-3.303,0.116,0.0714,,,,0.2813
K2Sc1Br3I2_icsd_159464_1,K2ScI2Br3,False,-3.424,0.1161,0.25,,,,0.306
Na1Sc2La1F8Cl2_icsd_422406_2,NaLaSc2(ClF4)2,False,-5.881,0.1162,0.0714,,,,0.2812
Li2Sc1Zn1Br7_icsd_093723_2,Li2ScZnBr7,False,-3.309,0.1174,0.1818,,,,0.2965
K3Sc1Al1Br9_icsd_039809_2,K3ScAlBr9,False,-3.43,0.1176,0.2143,,,,0.301
Li1Sc1Zn2Br7I1_icsd_166998_2,LiScZn2IBr7,False,-3.025,0.1177,0.0833,,,,0.2828
Na2Cd1Al1Br7_icsd_093723_1,Na2AlCdBr7,False,-2.849,0.1178,0.1818,,,,0.2965
K2Y1Cl1Br4_icsd_415290_2,K2YBr4Cl,False,-3.833,0.1178,0.25,,,,0.306
K2Y1Br3S1_icsd_056746_1,K2YSBr3,False,-4.164,0.1181,0.2857,,,,0.3109
K2Y1Zr1Br9_icsd_180336_2,K2YZrBr9,False,-3.825,0.1181,0.1538,,,,0.2926
K1Y1Hg1Cl1Br5_icsd_422708_3,KYHgBr5Cl,False,-3.242,0.1191,0.1111,,,,0.2866
Na1Y1Al1F1Br6_icsd_159098_2,NaYAlBr6F,False,-3.967,0.1193,0.1,,,,0.285
Li1Hf1Cl2Br3_icsd_060759_1,LiHfBr3Cl2,False,-4.195,0.1194,0.1429,,,,0.291
Na1Sc2Ge1Br11_icsd_081223_1,NaSc2GeBr11,False,-3.483,0.1194,0.0667,,,,0.2804
Na1Zn1Al1Br5I1_icsd_085758_3,NaAlZnIBr5,False,-2.801,0.12,0.1111,,,,0.2865
K1Al2Br5I2_icsd_051436_2,KAl2I2Br5,False,-3.036,0.1201,0.1,,,,0.285
Na3Sc1Br2I4_icsd_252073_1,Na3Sc(I2Br)2,False,-3.126,0.1207,0.3,,,,0.3544
K5Hf1Br9_icsd_167315_1,K5HfBr9,False,-3.475,0.1207,0.3333,,,,0.3637
Li2Hg1Al2Br8S1_icsd_422406_1,Li2Al2HgSBr8,False,-3.078,0.1212,0.1429,,,,0.2909
K1Sc2Ge1I11_icsd_067512_1,KSc2GeI11,False,-3.016,0.1213,0.0667,,,,0.2803
K1Hf1Br2I3_icsd_009710_1,KHfI3Br2,False,-3.628,0.1213,0.1429,,,,0.2909
K1Sc1Hg2Br8_icsd_028018_1,KSc(HgBr4)2,False,-2.664,0.1218,0.0833,,,,0.2826
Na1Zr1Al2Br11_icsd_081223_1,NaZrAl2Br11,False,-3.32,0.1221,0.0667,,,,0.2803
K1Sc1Cd1F1Br5_icsd_422708_3,KScCdBr5F,False,-3.591,0.1221,0.1111,,,,0.2864
Na2Sc1Hg2F9_icsd_075583_1,Na2ScHg2F9,False,-4.248,0.1221,0.1429,,,,0.2908
K1Sc1Zn2Br1I7_icsd_166998_2,KScZn2I7Br,False,-2.669,0.1222,0.0833,,,,0.2826
K1Y3Br6I4_icsd_060959_1,KY3(I2Br3)2,False,-4.003,0.1222,0.0714,,,,0.2809
Na1Y2Br3S2_icsd_413938_1,NaY2S2Br3,False,-4.971,0.1227,0.125,,,,0.2883
Li1Sc1Zn1Br4I2_icsd_083588_1,LiScZn(IBr2)2,False,-3.196,0.1228,0.1111,,,,0.2864
K1Sc1Hg2I8_icsd_028018_1,KSc(HgI4)2,False,-2.292,0.123,0.0833,,,,0.2825
Na3Y2Br9_icsd_401828_1,Na3Y2Br9,False,-3.774,0.123,0.2143,,,,0.3007
Li1Sc1Cd1Br4I2_icsd_083588_2,LiScCd(IBr2)2,False,-3.146,0.1234,0.1111,,,,0.2864
K1Y1Hg1Br5I1_icsd_085759_1,KYHgIBr5,False,-3.117,0.1236,0.1111,,,,0.2863
K2Y1Zn2Cl1Br8_icsd_408052_4,K2YZn2Br8Cl,False,-3.184,0.1239,0.1429,,,,0.2907
K2Y1Br3I2_icsd_159464_1,K2YI2Br3,False,-3.553,0.1242,0.25,,,,0.3056
K3B1Al1Br9_icsd_039809_2,K3AlBBr9,False,-3.176,0.1243,0.2143,,,,0.3006
Li1Sc2Ge1I11_icsd_081223_1,LiSc2GeI11,False,-2.955,0.1243,0.0667,,,,0.2801
K1Zn1Al1Cl1Br5_icsd_085759_3,KAlZnBr5Cl,False,-2.974,0.1245,0.1111,,,,0.2863
Na1Sc1La1F6I1_icsd_159097_19,NaLaScIF6,False,-5.784,0.1247,0.1,,,,0.2847
K1Y1Br2S1_icsd_161824_1,KYSBr2,False,-4.616,0.125,0.2,,,,0.2986
